"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ZER1",0.23715442604334,11.0334422337266,3.21290992287334,0.00873400884373056,0.0364533843689602,-3.8296241834522
"CRIP2",0.218737974173223,11.2425116976835,3.21152326598079,0.00875509944368817,0.0364898714472476,-3.83207683109436
"RMDN1",0.436291993808885,12.809412898853,3.20930593546728,0.008788932377827,0.036579288980956,-3.83599871857716
"NDUFB1",0.532130710780571,16.2353195924475,3.20336158666816,0.00888029343105703,0.0369012741920317,-3.84651265010415
"CSE1L",-0.176042217272125,13.4698522320279,-3.20221494239376,0.00889802783976856,0.0369012741920317,-3.84854073327665
"ETHE1",0.198811417424221,11.7921400991494,3.20184486991737,0.00890375922129224,0.0369012741920317,-3.84919528345615
"TMOD4",-0.240923791592929,15.6991821966063,-3.1979628649,0.00896410798248573,0.0370993544653296,-3.85606137483765
"CLUH",-0.188467402157142,12.4617565605491,-3.19302085661591,0.00904153941160124,0.0373674810647296,-3.86480216762772
"LZIC",-0.35382317361346,10.8669600380028,-3.19160328365963,0.00906387559974859,0.0374074754151635,-3.86730936132301
"AP2A1",0.249008338444316,10.5168473475622,3.18970368545745,0.00909389513533866,0.0374790238841363,-3.87066906882993
"LMNA",0.160404015178973,15.0788731238839,3.1846692974708,0.00917394536226335,0.0377562793112649,-3.87957296810766
"SNX3",-0.192720974241949,10.4898541323006,-3.18218175258053,0.00921376384413658,0.0378276228578968,-3.88397240691445
"ASPH",-0.728521571233067,10.8372073946463,-3.18198737238838,0.00921688272679718,0.0378276228578968,-3.88431618298501
"TMEM43",-0.223214808652942,13.1461851184067,-3.17914628602095,0.00926259173232586,0.037962494547882,-3.88934082207873
"CKMT2",0.39042096925062,18.4217505861745,3.1768750061227,0.00929929950894735,0.0380601524223538,-3.89335767108815
"TPP2",-0.218530581874333,13.8948323426388,-3.17494913208853,0.00933054107054859,0.0381351989812878,-3.8967636183937
"PADI2",-0.297384339653767,16.3445582170916,-3.17219044797565,0.00937547892968952,0.0382422326170708,-3.90164234430866
"PHYH",-0.191784677142175,11.9545244488745,-3.17175379242665,0.00938261206340992,0.0382422326170708,-3.90241456154236
"SNRPGP15",-0.2528513738869,11.6333990835281,-3.16967541290715,0.00941664000576452,0.0383280595275952,-3.90609011007009
"CDC42",0.296318086531191,13.413602806848,3.16225741311223,0.00953911856405225,0.0386996249197486,-3.91920822244236
"ALDH1A3",0.342418811249622,11.0509311921386,3.16188162576236,0.00954536619859561,0.0386996249197486,-3.91987275403055
"COX7C",0.426666044533022,15.3033054954021,3.16177034374227,0.00954721711218163,0.0386996249197486,-3.9200695416421
"C14orf142",-0.349587778857938,10.5281456776334,-3.15951158014215,0.00958486542221489,0.0387990100310206,-3.92406383524286
"MT-ND4",0.404656973560114,9.87982786610303,3.15497448817035,0.00966094565569751,0.039053480728572,-3.93208682538176
"UBAP2",-0.371960884309349,13.8591829266516,-3.15387501229187,0.00967947460367741,0.0390749282156649,-3.934031000211
"FLII",-0.246499835207752,12.8275215027474,-3.15200265806434,0.00971111182236368,0.0391491615758317,-3.93734179817474
"SUCLG2",0.514947564189738,14.0708911147612,3.14683725882841,0.00979893864853775,0.03944940559459,-3.94647528093858
"P4HA1",-0.250856457415983,11.0764156071393,-3.14379810164183,0.00985099055448016,0.039601356935943,-3.95184894981675
"UROS",-0.355997734942846,10.5696559687758,-3.1430710099747,0.00986348517930763,0.039601356935943,-3.95313453206884
"TTLL12",-0.242748787870246,11.154118309817,-3.14172023463469,0.00988674025757547,0.0396408649404824,-3.95552283746881
"CHMP6",0.212222438371519,12.1338114629614,3.14024697935632,0.00991216758586344,0.0396616617662754,-3.95812766683764
"HARS",-0.26824007879374,13.7132971042548,-3.13956195940584,0.00992401319403394,0.0396616617662754,-3.95933882332988
"CSK",0.250512730173689,11.7489817616582,3.13908942657838,0.00993219279426186,0.0396616617662754,-3.96017428539111
"WDR81",-0.990517586249181,12.5285291197671,-3.29950883649323,0.00997471553972402,0.0397777117677253,-3.71059755483852
"DAD1",-0.243229029026717,12.3683186642606,-3.13385169494772,0.0100233193178252,0.0399176665554897,-3.96943461404988
"PPP1R3D",-0.515533977330644,10.5491225279333,-3.13121071653378,0.0100695894224315,0.0400479633153231,-3.97410369621573
"NARS",-0.221572102289514,12.4333266541689,-3.12700583033526,0.0101437081075966,0.0402885180886396,-3.98153741193173
"METTL7B",-0.736068837163876,10.1488739338594,-3.28346635257361,0.0102252299174521,0.0405577911490885,-3.7677149772341
"CUL1",-0.190774131052706,13.2078582876484,-3.12157975368415,0.0102401731591089,0.0405626161999555,-3.99112955547144
"LMNB1",-0.294137497911231,11.2055689780041,-3.12069357147208,0.0102560161407916,0.0405709875448984,-3.99269608242099
"PCBD1",0.226596442238399,13.7732958551536,3.11882341771305,0.0102895322078928,0.0406491546448172,-3.99600195016777
"IMPA1",0.22079291086669,13.1630518691764,3.11546090785662,0.0103500739931894,0.0408337365151865,-4.00194567636479
"TMEM126A",0.349781511404169,12.1761344182055,3.11284918499501,0.0103973476855935,0.0409655498812385,-4.00656211632486
"IAH1",0.200277155540865,12.380964718525,3.1103148032228,0.0104434312907203,0.0410750293844968,-4.01104171147672
"SOD1",-0.167726913909419,16.5516813541017,-3.10979357316251,0.0104529347198449,0.0410750293844968,-4.01196298398037
"MRPS14",0.270468687521698,11.1874022488218,3.10407832760339,0.0105577173801916,0.0414316797589191,-4.0220642694048
"CLIC4",-0.288378073388058,11.3708501637685,-3.10326915461673,0.0105726386810848,0.0414352086241454,-4.02349436502332
"CYB5B",0.239716965570183,11.8166961642327,3.0976467003973,0.0106769111687875,0.0417884404023406,-4.03343081438868
"PPP5C",-0.181663386442791,12.8658233697422,-3.09425153497802,0.0107403822655132,0.0419617829694122,-4.03943065525989
"ADAL",0.2777796891663,11.2998373742173,3.09332353399267,0.0107577974278634,0.0419617829694122,-4.04107054325
"RPS3A",-0.183725702315797,13.2702336086889,-3.09265810113373,0.0107703028064592,0.0419617829694122,-4.04224642897775
"CASP14",-0.335272117122072,13.6624807748625,-3.09224885127924,0.0107780011078795,0.0419617829694122,-4.04296960847996
"SIRT2",0.201479275367932,11.4201233172117,3.08720260284086,0.0108733854179069,0.0422774393551511,-4.05188641150373
"PCCA",0.30463264324155,12.4328534111807,3.08355191828769,0.0109429247157143,0.0424919087187065,-4.05833681786593
"TIMM13",0.490625353876526,13.4476969216984,3.0823227756001,0.0109664392447471,0.0425273332916374,-4.06050851418902
"PLIN3",0.259716516957825,13.7333166764286,3.08114050213331,0.0109891055247422,0.0425593798500828,-4.06259736165351
"SERPINH1",0.287606231246407,11.0740628297957,3.07885090144741,0.0110331365516304,0.0426739771074188,-4.06664253249014
"ACTR3",-0.145463539524833,11.757245319981,-3.07801817919991,0.0110491949018951,0.0426802234445752,-4.0681137154699
"HNRNPA1",0.134868564301975,13.0380006639441,3.07574848036241,0.0110930846916176,0.042793818882154,-4.07212352824986
"CAST",-0.205390676634053,12.3406285077527,-3.06827820346841,0.0112387928754864,0.0432993910652702,-4.08532001274489
"LSM3",-0.422618723325273,10.9759175152933,-3.06474895258938,0.0113083050556639,0.0435104706243319,-4.09155397484823
"MIA2",-0.545478155842413,8.25288328083744,-3.21372972482133,0.0113931365678821,0.0437798680859448,-3.88015711646443
"COQ6",0.337366845206514,13.2631618460563,3.05515447334055,0.0114994905154554,0.0441311616534683,-4.10849942855968
"SAR1A",0.176685737418673,11.906986612701,3.0527202411229,0.0115485157018678,0.0442618208806997,-4.11279822216865
"COQ5",0.326501849165712,13.8522641245147,3.04956994585398,0.0116122770471055,0.0444485475054364,-4.11836127568778
"TTC37",0.25708984721012,10.4181176602636,3.04793629401584,0.0116454822329737,0.0445179818867235,-4.1212459834848
"GLRX5",0.360310569013288,12.2075590574458,3.0467221001344,0.011670223961629,0.0445549248147466,-4.1233899525835
"ARPC3",0.174947488947707,11.8910979233345,3.03876367671659,0.0118337177641134,0.0451208206360711,-4.13744131913837
"BCAP29",-0.190939517802844,11.4906188860555,-3.03523416718816,0.0119069672840299,0.0453416086653458,-4.14367229219141
"HN1",-0.329032799153271,11.2600071925448,-3.03348787232126,0.0119433786288248,0.0454217295343337,-4.14675502258278
"MRPS28",0.222292143514316,10.6521888502666,3.03222089706746,0.0119698664443147,0.0454639528829689,-4.1489915410304
"DCUN1D1",-0.207665040270047,11.7468457305859,-3.02928893061839,0.0120313915418484,0.0455394431820094,-4.15416694396954
"CRIP1",0.730494821804568,11.276334918222,3.44673024684334,0.0120351592646711,0.0455394431820094,-3.56712331659585
"RPL15",-0.246953517340398,13.7313234420556,-3.02907113104583,0.0120359746616411,0.0455394431820094,-4.1545513831919
"TMPO",0.182928501886662,10.9572835773281,3.023221797466,0.0121597247998637,0.0459488322040887,-4.16487539892578
"APPL1",-0.184296493096557,13.9147078296989,-3.02105211541808,0.0122059541008513,0.0460646160511057,-4.1687045303387
"FDX1",0.301222234053384,11.8114185136027,3.01614860232527,0.012311089579476,0.0464021297287648,-4.17735773831225
"LYRM7",0.402150529535875,13.0149853720919,3.01065133623742,0.0124300459614813,0.0467908099569136,-4.18705758580444
"CRYM",1.32169071070347,13.1370380483987,3.00975535330586,0.0124495442629159,0.0468045843472221,-4.18863841706486
"RPS11",-0.206328351521638,12.6930907886892,-3.00879135986964,0.0124705571683496,0.0468240107147052,-4.19033920560915
"UBE2M",-0.152916542641346,13.3882718379143,-3.00387327114568,0.0125783204141637,0.0471687015531138,-4.19901565649595
"MYH13",0.172969076985872,16.1461574875185,3.00235210042505,0.0126118421109546,0.0472344657007233,-4.20169908433501
"PSMA6",-0.152062720227065,14.3958831760474,-2.99735672913258,0.0127225609506562,0.0475888197584674,-4.21051048399455
"NTMT1",0.325848711253972,14.3257582199758,2.99593701348642,0.0127542069703687,0.0476468793899362,-4.21301453839487
"STUB1",-0.21525592445888,12.6573508266701,-2.99369386311447,0.0128043700039882,0.0477738805073046,-4.21697076055703
"RAB11B",0.182612958142373,13.4488687640359,2.9853525844686,0.0129926605322657,0.0484152734840419,-4.23168018584108
"SLC25A24",-0.287117519872538,10.9929533712296,-2.97932106356751,0.0131305535682608,0.0488674884058068,-4.24231444954079
"FGB",0.356985408883347,13.4721164088378,2.97498336387944,0.0132306357557353,0.0491780234694313,-4.24996123414204
"LAMTOR1",-0.215678783629816,11.3963367866024,-2.9729043096812,0.0132788779080921,0.0492574647936077,-4.2536260031182
"NOP14",-0.283535974679078,13.921050694192,-2.97262611041197,0.0132853466803741,0.0492574647936077,-4.25411637150286
"NDUFA9",0.218512974759438,16.4735149546469,2.97046592371526,0.0133356844298377,0.0493146085490256,-4.25792389735355
"GPT2",1.00122999727409,10.6933744166164,2.9703360731577,0.0133387164036329,0.0493146085490256,-4.2581527633869
"DST",-0.165531990382991,14.3029562632972,-2.9698178095417,0.0133508246494824,0.0493146085490256,-4.2590662122767
"MYO9B",-0.307465417670503,11.2337931064186,-3.21675999613786,0.013384443559954,0.0493485280932626,-3.81066255810994
"PDPR",0.334294428615062,12.1039983635603,2.96799891344634,0.0133934076246351,0.0493485280932626,-4.26227194251694
"MYH3",0.526008132143442,16.7552180414722,2.96098737196358,0.0135588453815136,0.0498958755944864,-4.27462792453344
"PAK1",-0.531088746471058,11.3605546760809,-2.95112759237226,0.0137949842720219,0.0505816138004886,-4.29199882949322
"RPS23",0.313368810110063,12.5759246197261,2.95109882412945,0.0137956793018644,0.0505816138004886,-4.2920495056257
"GTPBP10",-0.210954447310586,10.4325813054391,-2.95106313031994,0.0137965416998964,0.0505816138004886,-4.29211238129175
"RBM8A",-0.190513269745674,11.5006786298853,-2.94454460280512,0.0139549514402717,0.0509980054438859,-4.3035937871356
"CDC37",0.159660973637044,12.0641497533887,2.94446871563048,0.0139568063754149,0.0509980054438859,-4.30372743719296
"PGRMC1",-0.385125266004231,11.5313979061864,-3.00522109399236,0.0139618904920825,0.0509980054438859,-4.19979263500071
"HTATSF1",-0.667319788865987,11.4565256022184,-3.0043139681578,0.0139830170147762,0.05101211762798,-4.20133177776413
"PREP",-0.277345986247665,15.7351619318328,-2.93809197538365,0.0141135669985984,0.0514248957840424,-4.31495679436153
"POTEKP",-0.605109564268009,12.5386130075103,-2.93736794670969,0.0141314778329418,0.051426745069388,-4.31623165405995
"ARL16",0.751709690830767,13.4956629146759,2.93626958835577,0.0141586925112327,0.0514624063600156,-4.31816557106534
"DEPTOR",-0.299881538697354,11.6866546355679,-2.93429292445285,0.0142078027044399,0.0515774655916706,-4.32164577596566
"NNT",0.34597804089254,16.7577731049847,2.93320763210482,0.0142348397879808,0.0516122105196113,-4.32355649534053
"RNF181",-0.381478326141035,9.52772217336872,-2.99131527357222,0.0142893632003358,0.0517464071776865,-4.22338577715269
