"","GENE","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GENEID","GENEBIOTYPE"
"21","PANK4",18.8337503431378,0.11800817686515,0.166273997794619,0.709721173667298,0.477877059237945,0.705441628115985,"ENSG00000157881","protein_coding"
"22","TPRG1L",52.7453825093401,-0.0728700420649331,0.109411789660275,-0.666016361593166,0.505400642457326,0.724176543509455,"ENSG00000158109","protein_coding"
"23","LRRC47",76.7675241792738,0.0563923626193198,0.0988880066854318,0.570264934136118,0.568498020447962,0.76688821889125,"ENSG00000130764","protein_coding"
"24","CEP104",30.8092307709996,0.114935469005839,0.144817252266959,0.793658678138468,0.427394162327272,0.662295779432568,"ENSG00000116198","protein_coding"
"25","RPL22",157.273874940904,0.115328167319765,0.0730714522542123,1.57829307837682,0.114498295316647,0.299382571257979,"ENSG00000116251","protein_coding"
"26","ICMT",21.744562536897,0.347189523722712,0.166504478765485,2.08516627478661,0.0370542100460564,0.139103304717432,"ENSG00000116237","protein_coding"
"27","NOL9",16.8295799357269,0.145832646505084,0.17544955830258,0.831194150136194,0.405863958987727,0.64506609313401,"ENSG00000162408","protein_coding"
"28","KLHL21",47.8755153531396,-0.271252634404417,0.114396133290834,-2.37116960688523,0.0177318920618997,0.0815722893605467,"ENSG00000162413","protein_coding"
"29","DNAJC11",40.365134020587,0.152601227344845,0.125071997372033,1.22010706274184,0.222424291525831,0.450927410368575,"ENSG00000007923","protein_coding"
"30","CAMTA1",53.5754326125487,-0.0175219434104543,0.107258824941229,-0.163361321737911,0.870233954520797,0.941542766302372,"ENSG00000171735","protein_coding"
"31","VAMP3",30.6271655222225,0.123854458025688,0.148971519582689,0.831396889637957,0.405749455596693,0.64506609313401,"ENSG00000049245","protein_coding"
"32","PER3",25.0320196624709,0.00827542021396447,0.147581639209862,0.0560735079124359,0.955283248347389,0.982704029754936,"ENSG00000049246","protein_coding"
"33","PARK7",127.066512614378,-0.270169993984712,0.084392273591047,-3.20135934829672,0.00136780834216141,0.0106691927257133,"ENSG00000116288","protein_coding"
"34","ENO1",57.6041805995882,0.140200674540492,0.116156288215432,1.20700029842952,0.227432029042922,0.456093752754905,"ENSG00000074800","protein_coding"
"35","RERE",168.228312984628,0.168579116680194,0.0740237610936077,2.2773649189078,0.0227644431860714,0.0984071326073881,"ENSG00000142599","protein_coding"
"36","SLC2A5",27.6656605430383,0.354504999904367,0.15069087534056,2.35253129363798,0.0186461207377159,0.0845975068087929,"ENSG00000142583","protein_coding"
"37","GPR157",59.1414642179099,-1.00902209998115,0.116838897612281,-8.63601181285962,5.82094954135602e-18,2.8979734025355e-16,"ENSG00000180758","protein_coding"
"38","H6PD",82.3480344340161,0.222761671409824,0.103391117258177,2.15455328578729,0.031196807924989,0.123554682961862,"ENSG00000049239","protein_coding"
"39","SPSB1",11.8847906702546,0.147275876840717,0.204541173071822,0.720030469312908,0.471506235731513,0.700226878209482,"ENSG00000171621","protein_coding"
"40","SLC25A33",72.5580421181347,-0.255446585412397,0.105387793759852,-2.42387259756557,0.0153559916100039,0.0731604019030246,"ENSG00000171612","protein_coding"
"41","TMEM201",46.569380443089,0.142353590343622,0.121369890985741,1.17289048533748,0.240839725562878,0.470275556212478,"ENSG00000188807","protein_coding"
"42","CLSTN1",21.3961780178197,-0.0354012396212739,0.155562894316075,-0.227568661388783,0.819981585307055,0.916996694042496,"ENSG00000171603","protein_coding"
"43","CTNNBIP1",29.6607507413108,-0.739317838515343,0.13869074584028,-5.33069336411792,9.78384967745669e-08,1.89495031089749e-06,"ENSG00000178585","protein_coding"
"44","LZIC",30.0038535310007,0.0664935808117375,0.129962736381701,0.511635740082032,0.608905967241457,0.795533578193256,"ENSG00000162441","protein_coding"
"45","NMNAT1",53.7888007395728,-0.623609964503937,0.106839889180879,-5.83686457637718,5.319229515531e-09,1.22161128626034e-07,"ENSG00000173614","protein_coding"
"46","UBE4B",41.6132193085109,0.394898602815703,0.124597349085333,3.16939811091205,0.00152755005211273,0.011766735500075,"ENSG00000130939","protein_coding"
"47","KIF1B",692.181159738289,-0.249417726816884,0.0532149772776805,-4.68698361958138,2.77261148906344e-06,4.24066639708713e-05,"ENSG00000054523","protein_coding"
"48","C1orf127",16.5945953890146,-0.643590427900687,0.202488320490724,-3.17840765502408,0.00148086381878366,0.0114189686151114,"ENSG00000175262","protein_coding"
"49","DFFA",40.8307848739526,0.265138529307569,0.118546149960662,2.23658490297282,0.0253134825385651,0.106388336244236,"ENSG00000160049","protein_coding"
"50","CASZ1",34.1117797316118,0.163115669388128,0.125287082663554,1.30193525078845,0.192938520831022,0.412692603092423,"ENSG00000130940","protein_coding"
"51","SRM",66.3609042460585,-0.00193994460359234,0.104745536092662,-0.0185205468028365,0.985223586397767,0.992079280080038,"ENSG00000116649","protein_coding"
"52","EXOSC10",13.8124616102403,-0.00707002499108965,0.194014714440531,-0.0364406638510747,0.970930990632914,0.988774266577683,"ENSG00000171824","protein_coding"
"53","MTOR",21.6110292319486,0.17626438981543,0.159152942919659,1.10751574291912,0.268071009642742,0.504757451680786,"ENSG00000198793","protein_coding"
"54","UBIAD1",23.7455889385512,0.0546680611898933,0.149666303804795,0.365266327824834,0.714912610975249,0.863435647706674,"ENSG00000120942","protein_coding"
"55","MAD2L2",36.0965291415446,0.182902698110282,0.133135154966053,1.37381218474503,0.169499997369932,0.383105112885483,"ENSG00000116670","protein_coding"
"56","MTHFR",25.5851931282419,0.193571199306409,0.160141550533948,1.20875062506264,0.226758665856245,0.455482205069491,"ENSG00000177000","protein_coding"
"57","CLCN6",13.1088613769145,-0.371114966054456,0.19181622550334,-1.93474230389333,0.0530219263294446,0.179817304822589,"ENSG00000011021","protein_coding"
"58","KIAA2013",32.9655600020727,-0.434102695848542,0.131107533835363,-3.31104310446159,0.000929488897932843,0.00768667630419825,"ENSG00000116685","protein_coding"
"59","PLOD1",17.0725372803673,0.177173234949642,0.173089847335615,1.02359114458117,0.30602842963396,0.545570509739178,"ENSG00000083444","protein_coding"
"60","MFN2",289.676106696239,0.460201770525111,0.0627347428232544,7.33567637029548,2.20604512546384e-13,8.22333806064861e-12,"ENSG00000116688","protein_coding"
"61","MIIP",23.9204824725663,-0.0854121615950955,0.148601415344309,-0.574773540327298,0.565444463887318,0.764219045282284,"ENSG00000116691","protein_coding"
"62","TNFRSF1B",13.8138697153519,-0.0875831957695191,0.191372569443117,-0.457658043806283,0.64719813544422,0.820248721805095,"ENSG00000028137","protein_coding"
"63","LRRC38",15.4581548736459,-0.622741521062052,0.189494811301794,-3.28632492248171,0.00101503850760353,0.00830160490562622,"ENSG00000162494","protein_coding"
"64","PDPN",12.0068613152305,-1.2618318021931,0.223693392888064,-5.64089884775685,1.69164724787375e-08,3.66919277331212e-07,"ENSG00000162493","protein_coding"
"65","VPS13D",42.3477920841808,0.0679969836526614,0.118234102539183,0.575104662634263,0.565220514747058,0.764219045282284,"ENSG00000048707","protein_coding"
"66","DHRS3",86.1936313500406,-0.118286425205272,0.0949285070315485,-1.24605799568681,0.212743104210774,0.438246787256186,"ENSG00000162496","protein_coding"
"67","PRDM2",71.344087910425,0.116533382312325,0.104069504293802,1.11976494077782,0.262813943006917,0.498224847744776,"ENSG00000116731","protein_coding"
"68","KAZN",94.1484567690737,-0.259024472214761,0.115067154274849,-2.2510722008129,0.024380964794953,0.103406516208669,"ENSG00000189337","protein_coding"
"69","DNAJC16",24.5029905255038,-0.138467800146698,0.145479283111051,-0.95180425133797,0.341196265571946,0.583312721367296,"ENSG00000116138","protein_coding"
"70","AGMAT",68.2768280093525,-0.881596203176538,0.10526646431321,-8.3749008663712,5.52703766556235e-17,2.62817726943215e-15,"ENSG00000116771","protein_coding"
"71","HSPB7",428.694502046931,0.89152569948964,0.0759939726277791,11.731531707868,8.78543157469693e-32,7.75837278822641e-30,"ENSG00000173641","protein_coding"
"72","DDI2",115.565089074733,0.064362993526709,0.0841928411077364,0.764471096115496,0.444586554861369,0.678420387582231,"ENSG00000197312","protein_coding"
"73","PLEKHM2",50.6537964128398,-0.084064722724412,0.110850282369034,-0.758362729691121,0.448233863414299,0.68023707013242,"ENSG00000116786","protein_coding"
"74","SLC25A34",27.970030669323,0.446378523231558,0.153259198739843,2.91257247135478,0.00358465009668318,0.0236784812263543,"ENSG00000162461","protein_coding"
"75","UQCRHL",19.7287361552331,-0.264385759407117,0.166960089016255,-1.58352670368651,0.113301465154244,0.297557248698144,"ENSG00000233954","protein_coding"
"76","FLJ37453",42.4249994186523,0.0415023292130738,0.119260206367506,0.347998133469453,0.727841585268041,0.869105282533189,"ENSG00000179743","antisense"
"77","SPEN",37.2911421592367,0.168426583224887,0.123825373280726,1.36019443158104,0.173768404236342,0.388380099854767,"ENSG00000065526","protein_coding"
"78","ZBTB17",11.7525259938785,-0.0732327181246031,0.214258635215535,-0.341795876982667,0.732504512621736,0.87134677271136,"ENSG00000116809","protein_coding"
"79","CROCC",14.7424294602822,-0.123734630968074,0.201659307698464,-0.613582543648772,0.539491221767123,0.74704981950131,"ENSG00000058453","protein_coding"
"80","ATP13A2",20.8507935473166,-0.156249344203319,0.161087136856966,-0.969967852504928,0.332062516466359,0.573646890346403,"ENSG00000159363","protein_coding"
"81","SDHB",123.11187356321,0.153998301592764,0.0857554201375445,1.79578505178755,0.0725287089994462,0.220951935670592,"ENSG00000117118","protein_coding"
"82","PADI2",567.588570599379,0.351070246719852,0.0740758442921053,4.73933507035664,2.14420681094721e-06,3.35563842270177e-05,"ENSG00000117115","protein_coding"
"83","FBXO42",47.7294183926526,-0.175744673220806,0.115731301774343,-1.51855781907197,0.12887383536699,0.322750206195925,"ENSG00000037637","protein_coding"
"84","SZRD1",42.3425370617649,0.0453687280526701,0.130476206276936,0.347716486762153,0.728053113773052,0.869105282533189,"ENSG00000055070","protein_coding"
"85","ARHGEF10L",61.5456051206362,-0.192746856407624,0.10870149894237,-1.77317569935087,0.0761995974261652,0.228106785192613,"ENSG00000074964","protein_coding"
"86","MINOS1",20.9209441381954,0.133816148562012,0.168191278590947,0.795618831624809,0.426253617584847,0.661634094003849,"ENSG00000173436","protein_coding"
"87","UBR4",80.2965479972378,0.0432734259758125,0.0899772316735661,0.480937512423219,0.630560910777164,0.809092907028993,"ENSG00000127481","protein_coding"
"88","EMC1",18.8348108393103,0.388998464641964,0.163674310900118,2.37666169176266,0.0174701027729276,0.0810464179922309,"ENSG00000127463","protein_coding"
"89","MRTO4",18.6417539556552,0.303162936699609,0.166528855431343,1.82048291819671,0.0686854952587375,0.212472478661099,"ENSG00000053372","protein_coding"
"90","AKR7A2",89.4103630476056,0.145334968162063,0.0867181489572991,1.67594638388358,0.0937486951315304,0.263319886590569,"ENSG00000053371","protein_coding"
"91","CAPZB",174.408502368509,0.0156439463232909,0.0828143197392616,0.18890388006018,0.850168152481557,0.933132387124201,"ENSG00000077549","protein_coding"
"92","CAMK2N1",15.6296733804986,0.314939897385004,0.173908931324777,1.81094722959829,0.0701490206679455,0.215472229944025,"ENSG00000162545","protein_coding"
"93","MUL1",15.8066463687693,0.410471906972698,0.189393364543513,2.16729824702171,0.0302121200877964,0.12113428431024,"ENSG00000090432","protein_coding"
"94","PINK1",212.92224390337,-0.00694258845442135,0.0695071966839851,-0.0998830162290369,0.920437200000764,0.962882971316552,"ENSG00000158828","protein_coding"
"95","DDOST",16.7617568757456,0.00251820487345496,0.183790047794889,0.0137015301082314,0.989068102712695,0.994969783824623,"ENSG00000244038","protein_coding"
"96","HP1BP3",70.7772010688654,0.0723524919598949,0.100466108044206,0.720168157883247,0.471421466593802,0.700226878209482,"ENSG00000127483","protein_coding"
"97","EIF4G3",43.5308681969151,-0.251146976059794,0.119757795274714,-2.09712424551307,0.0359825782221258,0.13625256010808,"ENSG00000075151","protein_coding"
"98","ECE1",32.0764166941201,0.12783681911412,0.13543127734528,0.943923897196963,0.345208539229572,0.587820144921806,"ENSG00000117298","protein_coding"
"99","USP48",38.6344855857525,0.0645761768823094,0.124104040248948,0.520339037736178,0.602827291702206,0.791572249396234,"ENSG00000090686","protein_coding"
"100","HSPG2",47.247158107596,0.377412033872392,0.123334841583482,3.06006015029364,0.00221292542896825,0.0160464133255977,"ENSG00000142798","protein_coding"
"101","CDC42",38.4894669821373,-0.0214692452567666,0.131475150094037,-0.163295080792156,0.870286106878173,0.941542766302372,"ENSG00000070831","protein_coding"
"102","KDM1A",33.9345466308994,-0.142113549639061,0.131628591874821,-1.07965562508039,0.28029556125733,0.517737169673026,"ENSG00000004487","protein_coding"
"103","HNRNPR",35.8743072406781,0.0441920004511568,0.125755588010308,0.351411823127372,0.725279413738327,0.868024906106778,"ENSG00000125944","protein_coding"
"104","TCEA3",716.315556923141,-0.119320669511965,0.0629505306278182,-1.89546725535045,0.0580305258603228,0.190557964069001,"ENSG00000204219","protein_coding"
"105","RPL11",578.890569399936,-0.00910302606983132,0.0651101620672967,-0.139809605456405,0.888810423783974,0.948538481711072,"ENSG00000142676","protein_coding"
"106","TCEB3",25.3879699095061,-0.115549525305561,0.140594232858169,-0.821865328019017,0.411153548012117,0.649752240978671,"ENSG00000011007","protein_coding"
"107","PITHD1",26.481464921148,0.0602472442520793,0.146252021498104,0.411941275306478,0.680382466636239,0.841763157230973,"ENSG00000057757","protein_coding"
"108","LYPLA2",23.7468402895797,0.307225763637397,0.145761193918507,2.10773358380395,0.0350540406176546,0.134105659258258,"ENSG00000011009","protein_coding"
"109","HMGCL",31.4014056280071,0.230857190178774,0.134784475035282,1.71278769397102,0.0867516048983158,0.249957481577413,"ENSG00000117305","protein_coding"
"110","PNRC2",22.0685177505124,0.0254415197263998,0.174619235184511,0.145697120363155,0.88416049472911,0.947521747118072,"ENSG00000189266","protein_coding"
"111","SRSF10",50.5480159715558,0.158251624091861,0.10727129686371,1.4752466756594,0.140146236879895,0.341164186998757,"ENSG00000188529","protein_coding"
"112","MYOM3",89.5869912317752,2.2515196943728,0.11619762434043,19.3766413655447,1.21524030569799e-83,3.10850089229921e-81,"ENSG00000142661","protein_coding"
"113","NIPAL3",26.3909713483302,0.110384283372769,0.150441347023259,0.733736340154566,0.463109445786951,0.693869090859948,"ENSG00000001461","protein_coding"
"114","SRRM1",80.5136448889183,0.182149651907497,0.0912608071070692,1.9959241834646,0.0459421759287964,0.162517434925995,"ENSG00000133226","protein_coding"
"115","SYF2",60.4370603746779,-0.0340872858448108,0.100782434625764,-0.338226457530893,0.735192539292982,0.872128156932448,"ENSG00000117614","protein_coding"
"116","RSRP1",41.8256999020213,-0.0510388533622164,0.122142435566252,-0.417863399608828,0.676046993783602,0.83888235702513,"ENSG00000117616","protein_coding"
"117","TMEM57",99.0325790763457,-0.00413218725560621,0.083054397833015,-0.0497527808691621,0.960319395455104,0.98420133676236,"ENSG00000204178","protein_coding"
"118","LDLRAP1",13.5506644371857,-0.481054200745769,0.196992491743645,-2.44199256777657,0.0146064473250563,0.0708174027825279,"ENSG00000157978","protein_coding"
"119","MAN1C1",29.3334540588796,-0.0232967803628955,0.146017143394655,-0.159548254549324,0.873236943546872,0.941904315437583,"ENSG00000117643","protein_coding"
"120","SEPN1",27.5612035148227,0.221556255731616,0.138126811200859,1.60400615785909,0.1087126952647,0.289770310267173,"ENSG00000162430","protein_coding"
"121","MTFR1L",222.679269687554,0.412065970138695,0.0703538730748695,5.85704741088213,4.71168651611772e-09,1.09909718794218e-07,"ENSG00000117640","protein_coding"
"122","PAFAH2",23.2582051003422,0.506085492442006,0.162753580067032,3.10951987804857,0.00187391674808384,0.0139146290663523,"ENSG00000158006","protein_coding"
"123","TRIM63",365.385956631698,-0.176772313301963,0.0725269256620009,-2.43733360663568,0.0147960219805918,0.0712102078544554,"ENSG00000158022","protein_coding"
"124","ZNF593",18.0272674144707,0.0495301631194955,0.174658311989162,0.283583200566882,0.776729812807567,0.893992513794652,"ENSG00000142684","protein_coding"
"125","CNKSR1",26.3097076399582,0.12642101830217,0.148664756086226,0.85037652252189,0.395115784604252,0.634958598395655,"ENSG00000142675","protein_coding"
"126","CEP85",66.1356554265366,0.047978808289742,0.0999150735494743,0.480195896227656,0.63108810461981,0.809092907028993,"ENSG00000130695","protein_coding"
"127","ARID1A",70.3998887139493,-0.0942082582761317,0.0986840324506942,-0.954645406522087,0.339757046646098,0.58165653635374,"ENSG00000117713","protein_coding"
"128","NUDC",49.2643170176016,-0.0825201200145247,0.114284841386074,-0.722056565102608,0.470259701141507,0.699829879653904,"ENSG00000090273","protein_coding"
"129","WDTC1",29.514923297327,0.290890425887192,0.136619267180903,2.12920499348026,0.0332373039552725,0.129086031801158,"ENSG00000142784","protein_coding"
"130","WASF2",27.381695368758,-0.0857130177097932,0.14520865181407,-0.59027486750268,0.55500638602081,0.756890691428103,"ENSG00000158195","protein_coding"
"131","AHDC1",80.7907594631529,-0.31917708706013,0.0882787956507471,-3.61555778720491,0.000299701607868192,0.00288351041136997,"ENSG00000126705","protein_coding"
"132","FAM76A",25.6314256942106,0.0462680712953316,0.145318112875156,0.31839163322387,0.750187884049806,0.878713678174872,"ENSG00000009780","protein_coding"
"133","STX12",26.3582290706653,0.103991781745982,0.144349337002816,0.720417453278315,0.471268007153103,0.700226878209482,"ENSG00000117758","protein_coding"
"134","RPA2",17.2376669087089,0.167783996766396,0.169929578611074,0.987373699963158,0.323459472579518,0.565634692973801,"ENSG00000117748","protein_coding"
"135","EYA3",12.632030114633,0.121837612996297,0.205101573887408,0.594035485379454,0.55248837915816,0.756154759519415,"ENSG00000158161","protein_coding"
"136","DNAJC8",27.9566474792595,0.0924402351435854,0.153276324663409,0.603095326995749,0.546445274971159,0.751764373713297,"ENSG00000126698","protein_coding"
"137","ATPIF1",215.31336705637,0.298235152056182,0.0755463151313228,3.94771275789901,7.89013901700368e-05,0.000888149487528578,"ENSG00000130770","protein_coding"
"138","PHACTR4",53.3331334638147,0.319777205234754,0.109765981484647,2.91326329805999,0.00357672881914162,0.0236472142427741,"ENSG00000204138","protein_coding"
"139","RCC1",15.6429837620353,-0.135896243424387,0.187133979036479,-0.726197583806499,0.467717652980132,0.69795404341312,"ENSG00000180198","protein_coding"
"140","SNHG12",13.60297226766,-0.0939445914572302,0.190955165382585,-0.49197198341825,0.622739149445452,0.805446281968096,"ENSG00000197989","antisense"
"141","GMEB1",15.3401678441112,-0.313648373371157,0.195944737664993,-1.60069812085182,0.109443797579971,0.29119587175331,"ENSG00000162419","protein_coding"
"142","YTHDF2",23.3078582709868,0.032709966922911,0.158671042501029,0.206149568360584,0.836674080265289,0.925543515701812,"ENSG00000198492","protein_coding"
"143","EPB41",48.2912492710481,-0.0117775978370923,0.111652347133093,-0.105484552179212,0.915991327175009,0.960262597946401,"ENSG00000159023","protein_coding"
"144","SRSF4",186.752553874365,0.0306185465788841,0.0741040642769475,0.413183094309836,0.67947247324441,0.841035676043222,"ENSG00000116350","protein_coding"
"145","MECR",26.7575801221399,-0.0417072447575333,0.139633424526846,-0.298690982469706,0.765175838090562,0.888274548819372,"ENSG00000116353","protein_coding"
"146","NKAIN1",30.842461694262,-1.18485533981766,0.146721310674131,-8.07555040487084,6.71729520910438e-16,3.00174071452628e-14,"ENSG00000084628","protein_coding"
"147","PUM1",99.3318774472779,0.142721677234116,0.0817696261968817,1.74541188301969,0.0809131986840838,0.236750788407281,"ENSG00000134644","protein_coding"
"148","SNRNP40",20.5128387037517,-0.0922198933940246,0.165705747623703,-0.556528030659772,0.577849937719467,0.77401423582575,"ENSG00000060688","protein_coding"
"149","ZCCHC17",20.7225796081913,0.0838061029973087,0.162587042786188,0.515453762865465,0.606235971741692,0.794109525653213,"ENSG00000121766","protein_coding"
"150","FABP3",514.517055371957,1.06394836361053,0.0795710175243815,13.3710538926378,8.92670169778334e-41,9.45975331345097e-39,"ENSG00000121769","protein_coding"
"151","SERINC2",15.7456038489942,0.219783901907149,0.185581768625494,1.18429683871952,0.236295579791639,0.466066381019339,"ENSG00000168528","protein_coding"
"152","PTP4A2",329.586024119016,-0.196141470321983,0.066414951203921,-2.95327282135236,0.00314423944243512,0.0213785226250996,"ENSG00000184007","protein_coding"
"153","KHDRBS1",61.7199254165625,0.0091623261740795,0.10629373961162,0.0861981731714126,0.931308882902286,0.968301262933207,"ENSG00000121774","protein_coding"
"154","KPNA6",91.1524495685561,-0.0104752868886906,0.0859107457998825,-0.121932207562153,0.90295270798481,0.956598570098731,"ENSG00000025800","protein_coding"
"155","TXLNA",16.5344223484106,0.0555515623275494,0.189795708047463,0.292691351659319,0.769758080930332,0.891008001712985,"ENSG00000084652","protein_coding"
"156","CCDC28B",225.773164472333,0.0584794700346591,0.0784028899793429,0.745884112818634,0.455737423142359,0.687126057900411,"ENSG00000160050","protein_coding"
"157","EIF3I",146.518250743621,-0.171695776133008,0.0795264944825872,-2.15897578851036,0.0308520453365756,0.122779223340514,"ENSG00000084623","protein_coding"
"158","HDAC1",12.7444418874007,-0.0264940895218031,0.211322246003966,-0.12537293173245,0.900228316359331,0.955098305679385,"ENSG00000116478","protein_coding"
"159","BSDC1",36.7267440452256,-0.0216195617082159,0.123041465520529,-0.175709559511128,0.86052212475103,0.938323347150737,"ENSG00000160058","protein_coding"
"160","RP1-27O5.3",24.5853085440341,0.092887463754724,0.14298469066226,0.649632232125679,0.515929807718976,0.731563985787365,"ENSG00000254553","protein_coding"
"161","ZBTB8OS",47.0638563682757,0.117393375720618,0.111454006692058,1.05328986552247,0.292208162276983,0.532710776055704,"ENSG00000176261","protein_coding"
"162","RBBP4",34.6390108473869,0.195996275554768,0.126123826114393,1.55399880889279,0.120184700746875,0.308859293608951,"ENSG00000162521","protein_coding"
"163","SYNC",67.0905488721726,-0.292566984322959,0.101435561066083,-2.88426446551972,0.00392329120170661,0.025373124790113,"ENSG00000162520","protein_coding"
"164","SMIM12",25.6453006587154,-0.240723109337949,0.150987299115047,-1.59432687880937,0.110862840454822,0.293497698249061,"ENSG00000163866","protein_coding"
"165","YARS",27.2495745938916,-0.225870020034083,0.141473001698218,-1.59655918318532,0.110364003439889,0.292804069212123,"ENSG00000134684","protein_coding"
"166","S100PBP",18.0546678305709,0.218171545986556,0.170452009276259,1.27995878084931,0.200559632854766,0.423238981289766,"ENSG00000116497","protein_coding"
"167","FNDC5",192.531231057936,1.24579100380301,0.0795071033499055,15.6689270683195,2.46708931469669e-55,3.89380181625959e-53,"ENSG00000160097","protein_coding"
"168","RNF19B",16.5860382003804,0.22384804502867,0.188045652342817,1.19039202576502,0.233892345787252,0.464164774332186,"ENSG00000116514","protein_coding"
"169","AK2",86.5990000029914,-0.0239496462169173,0.0881875164551039,-0.271576377016015,0.785947765398765,0.900122026149278,"ENSG00000004455","protein_coding"
"170","ZNF362",31.9908053327919,0.143993967728558,0.135845192661435,1.05998574485762,0.289151084600811,0.528957520485528,"ENSG00000160094","protein_coding"
"171","PHC2",17.0857519094112,0.318364348833869,0.182526797447852,1.74420607431534,0.0811231625250362,0.237104657057021,"ENSG00000134686","protein_coding"
"172","CSMD2",15.3560069128552,-0.236715389807285,0.184959619668102,-1.27982199699619,0.200607745782531,0.423238981289766,"ENSG00000121904","protein_coding"
"173","ZMYM1",11.5821823856433,-0.0426288307528573,0.205712180155417,-0.207225603854137,0.835833672298405,0.925267002105591,"ENSG00000197056","protein_coding"
"174","SFPQ",101.124609363905,0.116002612459148,0.0867927274897528,1.33654760962368,0.18137034995769,0.398048892303593,"ENSG00000116560","protein_coding"
"175","ZMYM4",21.7605574187664,-0.394802756734174,0.156452911757055,-2.52346058823908,0.0116206085722415,0.0596138827032416,"ENSG00000146463","protein_coding"
"176","KIAA0319L",75.2479082250907,0.0614232139160131,0.0960914571705204,0.639216177219726,0.52268230958523,0.735064539629296,"ENSG00000142687","protein_coding"
"177","PSMB2",74.1008952898815,0.0560152565854708,0.0946911487090217,0.591557472363137,0.554146958942664,0.756888628509793,"ENSG00000126067","protein_coding"
"178","AGO4",21.8774061033061,0.0081690280522274,0.164152763636686,0.0497647914737985,0.960309824235304,0.98420133676236,"ENSG00000134698","protein_coding"
"179","AGO1",24.2175596696107,0.206341765447506,0.150936958888549,1.36707249812729,0.17160258256242,0.386327149453121,"ENSG00000092847","protein_coding"
"180","AGO3",49.5261656873907,-0.0846618588209334,0.114580316206031,-0.738886587367242,0.459975867508607,0.691354260736458,"ENSG00000126070","protein_coding"
"181","TRAPPC3",13.8748293344572,0.13154523745656,0.188675313261687,0.697204288057074,0.485674955789767,0.71062156432745,"ENSG00000054116","protein_coding"
"182","MAP7D1",167.27466676709,-0.21906617638129,0.0761406565775377,-2.87712486637417,0.00401316758263344,0.0258866757634564,"ENSG00000116871","protein_coding"
