ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,foldEnrich
BP,GO:1990542,mitochondrial transmembrane transport,11/240,32/2705,5.1220804635265346e-5,0.0029932544147571647,0.002980246549120847,SLC25A20/CPT1B/LETM1/TIMM23/CCDC51/TST/ABCB7/SLC25A5/TIMM50/TIMM21/SLC25A3,11,3.874348958333333
BP,GO:0009081,branched-chain amino acid metabolic process,9/240,22/2705,5.2175994385675345e-5,0.0029932544147571647,0.002980246549120847,BCKDHA/ILVBL/AUH/BCAT2/PCCB/BCKDK/DBT/HSD17B10/PCCA,9,4.610795454545455
BP,GO:1901137,carbohydrate derivative biosynthetic process,26/240,150/2705,4.982233003171354e-4,0.02715316986728388,0.027035169611945613,NDUFB8/NDUFA6/NDUFB11/NDUFA8/NDUFA12/NDUFS5/NDUFAB1/NDUFA2/NDUFA7/NDUFS1/NDUFB3/NDUFA13/NDUFC2/NDUFV1/NDUFS2/HSD17B12/NDUFS8/NDUFS7/PGM3/NDUFB9/AMPD3/NDUFS3/NDUFS4/NDUFB1/AP2A1/ADAL,26,1.9536111111111112
CC,GO:0005743,mitochondrial inner membrane,64/242,229/2758,2.6612172510924957e-19,6.48639272300804e-17,5.946116294206833e-17,SLC25A20/LETM1/NDUFB8/TIMM23/NDUFA4/COX7A2/NDUFA6/MRPL15/NDUFB11/MRPS23/MRPS22/CCDC51/UQCC2/MRPS21/NDUFA8/NDUFA12/COX5A/NDUFS5/BCS1L/MRPS9/TMEM14C/NDUFAB1/NDUFA2/MRPL12/MRPS17/NDUFA7/MRPS36/COQ7/NDUFS1/NDUFB3/NDUFA13/ABCB7/GHITM/NDUFC2/COX5B/SLC25A5/MRPL38/TIMM9/MRPS27/NDUFV1/MRPS11/MRPS34/NDUFS2/NDUFS8/NDUFS7/TIMM50/NDUFB9/TIMM21/UQCC1/MRPL49/NDUFS3/MRPS33/SLC25A3/OPA1/NDUFS4/NDUFB1/COX7C/CKMT2/MRPS14/TMEM126A/TIMM13/COQ5/MRPS28/COQ6,64,3.1851023133277994
CC,GO:0031966,mitochondrial membrane,75/242,305/2758,3.895731365169994e-19,6.48639272300804e-17,5.946116294206833e-17,SLC25A20/CPT1B/LETM1/NDUFB8/TIMM23/NDUFA4/COX7A2/NDUFA6/MRPL15/NDUFB11/MRPS23/MRPS22/CCDC51/UQCC2/MRPS21/NDUFA8/NDUFA12/COX5A/NDUFS5/BCS1L/MRPS9/TMEM14C/DNM1L/NDUFAB1/NDUFA2/MRPL12/MRPS17/TUFM/NDUFA7/RTN4IP1/MRPS36/COQ7/NDUFS1/NDUFB3/NDUFA13/ABCB7/GHITM/NDUFC2/FUNDC2/MTCH2/COX5B/SLC25A5/MRPL38/TIMM9/MRPS27/NLRX1/NDUFV1/MRPS11/MRPS34/NDUFS2/NDUFS8/VDAC2/CYB5R3/NDUFS7/TIMM50/NDUFB9/TIMM21/UQCC1/SYNJ2BP/MRPL49/NDUFS3/MRPS33/SLC25A3/OPA1/NDUFS4/NDUFB1/COX7C/CKMT2/MRPS14/TMEM126A/CYB5B/TIMM13/COQ5/MRPS28/COQ6,75,2.802465790543287
CC,GO:0098798,mitochondrial protein-containing complex,54/242,181/2758,1.2887942242115872e-17,8.58336953324917e-16,7.868427895186532e-16,BCKDHA/NDUFB8/TIMM23/NDUFA4/COX7A2/NDUFA6/MRPL15/NDUFB11/MRPS23/MRPS22/MRPS21/NDUFA8/NDUFA12/COX5A/NDUFS5/BCS1L/MRPS9/NDUFAB1/NDUFA2/MRPL12/MRPS17/NDUFA7/BCKDK/MRPS36/NDUFS1/DBT/NDUFB3/NDUFA13/NDUFC2/COX5B/SLC25A5/MRPL38/TIMM9/MRPS27/NDUFV1/MRPS11/MRPS34/NDUFS2/HSD17B10/NDUFS8/NDUFS7/TIMM50/NDUFB9/TIMM21/MRPL49/NDUFS3/MRPS33/NDUFS4/NDUFB1/COX7C/SUCLG2/MRPS14/TIMM13/MRPS28,54,3.4001187160403634
CC,GO:0030964,NADH dehydrogenase complex,22/242,38/2758,1.4129742851078203e-14,5.228004854898935e-13,4.792544358845239e-13,NDUFB8/NDUFA4/NDUFA6/NDUFB11/NDUFA8/NDUFA12/NDUFS5/NDUFAB1/NDUFA2/NDUFA7/NDUFS1/NDUFB3/NDUFA13/NDUFC2/NDUFV1/NDUFS2/NDUFS8/NDUFS7/NDUFB9/NDUFS3/NDUFS4/NDUFB1,22,6.598086124401914
CC,GO:0045271,respiratory chain complex I,22/242,38/2758,1.4129742851078203e-14,5.228004854898935e-13,4.792544358845239e-13,NDUFB8/NDUFA4/NDUFA6/NDUFB11/NDUFA8/NDUFA12/NDUFS5/NDUFAB1/NDUFA2/NDUFA7/NDUFS1/NDUFB3/NDUFA13/NDUFC2/NDUFV1/NDUFS2/NDUFS8/NDUFS7/NDUFB9/NDUFS3/NDUFS4/NDUFB1,22,6.598086124401914
CC,GO:0031975,envelope,82/242,437/2758,2.291552311602577e-13,6.359057664697151e-12,5.829387459339889e-12,SLC25A20/CPT1B/LETM1/NDUFB8/TIMM23/SUOX/NDUFA4/COX7A2/NDUFA6/MRPL15/NDUFB11/MRPS23/MRPS22/CCDC51/UQCC2/MRPS21/NDUFA8/NDUFA12/COX5A/NDUFS5/BCS1L/MRPS9/TMEM14C/DNM1L/NDUFAB1/NDUFA2/MRPL12/MRPS17/TUFM/NDUFA7/RTN4IP1/MRPS36/COQ7/NDUFS1/NDUFB3/NDUFA13/ABCB7/GHITM/NDUFC2/FUNDC2/MTCH2/LRPPRC/COX5B/SLC25A5/MRPL38/TIMM9/MRPS27/NLRX1/SYNE1/NDUFV1/MRPS11/MRPS34/NDUFS2/MGST3/NDUFS8/VDAC2/GFER/CYB5R3/NDUFS7/TIMM50/NDUFB9/TIMM21/UQCC1/SYNJ2BP/MRPL49/NDUFS3/MRPS33/SLC25A3/OPA1/NDUFS4/NDUFB1/COX7C/CKMT2/CHMP6/MRPS14/TMEM126A/CYB5B/TIMM13/COQ5/MRPS28/COQ6/TMPO,82,2.13851012727651
CC,GO:0070469,respirasome,27/242,67/2758,1.268535920211293e-12,3.017303295931147e-11,2.765980577904323e-11,NDUFB8/NDUFA4/COX7A2/NDUFA6/NDUFB11/NDUFA8/NDUFA12/COX5A/NDUFS5/BCS1L/NDUFAB1/NDUFA2/NDUFA7/NDUFS1/NDUFB3/NDUFA13/NDUFC2/COX5B/NDUFV1/NDUFS2/NDUFS8/NDUFS7/NDUFB9/NDUFS3/NDUFS4/NDUFB1/COX7C,27,4.592697668681387
CC,GO:1990204,oxidoreductase complex,29/242,89/2758,8.901205356533644e-11,1.8525633648285646e-9,1.6982562851281294e-9,BCKDHA/NDUFB8/NDUFA4/NDUFA6/NDUFB11/NDUFA8/NDUFA12/NDUFS5/BCS1L/NDUFAB1/NDUFA2/NDUFA7/BCKDK/MRPS36/NDUFS1/DBT/NDUFB3/NDUFA13/NDUFC2/NDUFV1/NDUFS2/NDUFS8/CYB5R3/NDUFS7/NDUFB9/NDUFS3/NDUFS4/NDUFB1/CYB5B,29,3.7135295756337636
CC,GO:1990351,transporter complex,26/242,88/2758,9.7176123216023e-9,1.9035087665256271e-7,1.7449582496994844e-7,NDUFB8/NDUFA4/NDUFA6/NDUFB11/CCDC51/NDUFA8/NDUFA12/NDUFS5/BCS1L/NDUFAB1/NDUFA2/NDUFA7/NDUFS1/NDUFB3/NDUFA13/NDUFC2/TIMM9/NDUFV1/NDUFS2/NDUFS8/NDUFS7/NDUFB9/NDUFS3/NDUFS4/NDUFB1/TIMM13,26,3.367205108940646
CC,GO:1902495,transmembrane transporter complex,24/242,83/2758,5.988094082747783e-8,1.10779740530834e-6,1.015524727483542e-6,NDUFB8/NDUFA4/NDUFA6/NDUFB11/CCDC51/NDUFA8/NDUFA12/NDUFS5/BCS1L/NDUFAB1/NDUFA2/NDUFA7/NDUFS1/NDUFB3/NDUFA13/NDUFC2/NDUFV1/NDUFS2/NDUFS8/NDUFS7/NDUFB9/NDUFS3/NDUFS4/NDUFB1,24,3.2954296524942746
CC,GO:0000314,organellar small ribosomal subunit,11/242,20/2758,1.5702032465600523e-7,2.614388405522487e-6,2.396626007907448e-6,MRPS23/MRPS22/MRPS21/MRPS9/MRPS17/MRPS27/MRPS11/MRPS34/MRPS33/MRPS14/MRPS28,11,6.268181818181818
CC,GO:0009295,nucleoid,8/242,29/2758,0.002634785756893254,0.03374552527097899,0.030934731558665742,UQCC2/TUFM/DBT/LRPPRC/SLC25A5/HSD17B10/VDAC2/SOD2,8,3.1439156454830433
MF,GO:0008137,NADH dehydrogenase (ubiquinone) activity,19/246,34/2736,3.7099230631973655e-12,4.704449343410676e-10,4.5478028024378177e-10,NDUFB8/NDUFA4/NDUFA6/NDUFA8/NDUFA12/NDUFS5/NDUFA2/NDUFA7/NDUFS1/NDUFB3/NDUFC2/NDUFV1/NDUFS2/NDUFS8/NDUFS7/NDUFB9/NDUFS3/NDUFS4/NDUFB1,19,6.215208034433286
MF,GO:0050136,NADH dehydrogenase (quinone) activity,19/246,34/2736,3.7099230631973655e-12,4.704449343410676e-10,4.5478028024378177e-10,NDUFB8/NDUFA4/NDUFA6/NDUFA8/NDUFA12/NDUFS5/NDUFA2/NDUFA7/NDUFS1/NDUFB3/NDUFC2/NDUFV1/NDUFS2/NDUFS8/NDUFS7/NDUFB9/NDUFS3/NDUFS4/NDUFB1,19,6.215208034433286
MF,GO:0016491,oxidoreductase activity,61/246,283/2736,4.859218827884825e-12,4.704449343410676e-10,4.5478028024378177e-10,MPO/ME2/BCKDHA/NDUFB8/ALDH4A1/DHRS4/SUOX/DHRS7C/NDUFA4/COX7A2/NDUFA6/CYGB/ME1/PHYHD1/POR/AOC3/AKR1C3/NDUFA8/NDUFA12/COX5A/NDUFS5/AKR7A2/NDUFA2/NDUFA7/RTN4IP1/TMLHE/MRPS36/COQ7/DECR1/NDUFS1/NDUFB3/NDUFC2/COX5B/ALDH7A1/NDUFV1/NDUFS2/MSRA/HSD17B10/HSD17B12/MGST3/NDUFS8/GFER/CYB5R3/NDUFS7/NDUFB9/NDUFS3/GPHN/ADHFE1/HADH/NDUFS4/SOD2/ETHE1/NDUFB1/COX7C/ALDH1A3/PCBD1/CYB5B/COQ6/CRYM/FDX1/PDPR,61,2.3973110402482116
MF,GO:0016651,"oxidoreductase activity, acting on NAD(P)H",23/246,51/2736,6.467512719710999e-12,4.704449343410676e-10,4.5478028024378177e-10,NDUFB8/DHRS4/NDUFA4/NDUFA6/POR/AKR1C3/NDUFA8/NDUFA12/NDUFS5/NDUFA2/NDUFA7/NDUFS1/NDUFB3/NDUFC2/NDUFV1/NDUFS2/NDUFS8/CYB5R3/NDUFS7/NDUFB9/NDUFS3/NDUFS4/NDUFB1,23,5.0157819225251075
MF,GO:0003954,NADH dehydrogenase activity,19/246,35/2736,7.470172358303441e-12,4.704449343410676e-10,4.5478028024378177e-10,NDUFB8/NDUFA4/NDUFA6/NDUFA8/NDUFA12/NDUFS5/NDUFA2/NDUFA7/NDUFS1/NDUFB3/NDUFC2/NDUFV1/NDUFS2/NDUFS8/NDUFS7/NDUFB9/NDUFS3/NDUFS4/NDUFB1,19,6.037630662020907
MF,GO:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",21/246,43/2736,8.229357452030337e-12,4.704449343410676e-10,4.5478028024378177e-10,NDUFB8/DHRS4/NDUFA4/NDUFA6/AKR1C3/NDUFA8/NDUFA12/NDUFS5/NDUFA2/NDUFA7/NDUFS1/NDUFB3/NDUFC2/NDUFV1/NDUFS2/NDUFS8/NDUFS7/NDUFB9/NDUFS3/NDUFS4/NDUFB1,21,5.431650595575724
MF,GO:0015453,oxidoreduction-driven active transmembrane transporter activity,22/246,50/2736,3.516976322299616e-11,1.340358753943076e-9,1.295728118741964e-9,NDUFB8/NDUFA4/NDUFA6/NDUFA8/NDUFA12/COX5A/NDUFS5/NDUFA2/NDUFA7/NDUFS1/NDUFB3/NDUFC2/COX5B/NDUFV1/NDUFS2/NDUFS8/NDUFS7/NDUFB9/NDUFS3/NDUFS4/NDUFB1/COX7C,22,4.893658536585366
