"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SCFD1",0.14173793103974,12.0395936059088,1.69888856363832,0.118706903370278,0.241916482385636,-6.36426672565456
"CHCHD3",0.222899116074483,15.3836192570342,1.69815478901352,0.118848470006358,0.242038062624941,-6.36533521625774
"AKR1C2",0.542012546480501,13.491932649592,1.6968896343293,0.119092911699575,0.242202376239736,-6.36717686301458
"FBLN5",0.280494717386226,12.8532884427874,1.69688876182879,0.119093080431925,0.242202376239736,-6.36717813281737
"MFF",-0.120854396359405,10.9910399644827,-1.69645376091659,0.119177231744647,0.242206822424644,-6.36781116970477
"SELENBP1",0.238358342528604,15.4003815616178,1.69198175696464,0.120045446231764,0.243803638223273,-6.37431370954815
"ABHD14B",-0.368268496657825,13.564843148287,-1.689252107758,0.120578178499932,0.244717388370398,-6.37827795418898
"DOHH",-0.173709037649692,10.2353541609152,-1.68830272715431,0.12076396101304,0.244926221546695,-6.3796558731491
"TBCA",-0.11671333728326,11.9935112947131,-1.68632982348248,0.121150856193128,0.245374577394692,-6.382517901988
"SNX5",-0.132110000366765,10.1283839818941,-1.68632856836911,0.121151102679816,0.245374577394692,-6.38251972213099
"TRAPPC3",-0.100285988313246,11.3206455689985,-1.68556487018342,0.121301165709096,0.245510236075602,-6.38362707960834
"STARD7",-0.12470906522522,11.9888948763451,-1.69759099329124,0.12200570137697,0.246767178349723,-6.31133150273069
"GCN1L1",-0.11652646642724,11.5715683431849,-1.67727630717161,0.122940576083856,0.248487963288506,-6.39562689638682
"EIF1",-0.150484985824606,13.0306968769991,-1.67573206867511,0.123248197454916,0.24874911255168,-6.39785881103293
"ARPC1A",-0.2248026281794,11.3971123135614,-1.67522151000293,0.12335005517878,0.24874911255168,-6.3985964692872
"MOB1B",-0.0930459689644536,11.4088191376843,-1.67514219491676,0.123365885494564,0.24874911255168,-6.39871105255374
"SH3BGRL3",0.131006250898812,11.6948422084138,1.67493875895143,0.123406497123778,0.24874911255168,-6.39900493386069
"GBAS",-0.180308102770695,16.2252819301995,-1.67178266922906,0.124038076932789,0.249688827550071,-6.40356154203989
"NFU1",0.164286352897149,10.8656644287852,1.67176464737998,0.124041691656008,0.249688827550071,-6.40358754682824
"PPP1CB",-0.124598566183437,14.9240410503929,-1.67001224261714,0.12439362962496,0.250226804317056,-6.40611541942751
"ALB",0.161569411023351,19.8818899190476,1.66942830998602,0.124511099824925,0.250292721076635,-6.40695741054513
"SDHA",0.143173238952723,15.7537196116408,1.66827564994297,0.124743272512472,0.250588966875836,-6.40861896660906
"OGDH",0.14965073602712,16.3198138500418,1.6671298407945,0.124974448713728,0.250882809748008,-6.41026998700773
"SDC2",-0.280164464376659,11.9644973422715,-1.66139755873741,0.126136739980289,0.253044172872882,-6.41851984493529
"MME",0.13754318931584,11.7357570982872,1.65933410332878,0.126557487772917,0.253715994822911,-6.42148550125035
"RBM39",-0.116027753180415,10.3290634330911,-1.65859111185797,0.12670929348435,0.25384810999746,-6.42255282272476
"ACP1",-0.142295658012346,14.6012947963319,-1.6568270543326,0.127070371240104,0.254319226136362,-6.42508580617103
"FBL",0.144830732628281,10.9825480781716,1.65648727613949,0.127140024387175,0.254319226136362,-6.42557350750279
"CTSH",-0.281754535055324,11.3247998379155,-1.65618194495834,0.12720264508614,0.254319226136362,-6.42601171532709
"SPTAN1",0.0856727321349222,12.9393578988605,1.65110946607347,0.128246996580648,0.256233857265596,-6.43328475369331
"PRPF8",-0.132709559321409,11.3792188630435,-1.64778776228205,0.128935021899743,0.257434452509284,-6.4380403920933
"COL6A3",-0.115035877177473,16.8915126267362,-1.6437678484848,0.129772062385718,0.258930752430653,-6.44378810676728
"MT-ATP6",0.214829380869876,12.7420333041789,1.64299878227348,0.129932750078483,0.259055004516867,-6.444886782154
"MYH10",-0.2038956099406,11.3514699507133,-1.64263094096614,0.130009668933507,0.259055004516867,-6.44541216691505
"GYG1",0.176439324061652,14.8841857187112,1.64158880698825,0.13022780834096,0.259314807040119,-6.44690026116907
"MAVS",0.171619711287137,11.6327853153143,1.63989302485269,0.130583465315813,0.259651506167238,-6.4493205259439
"CD81",0.193456006767587,10.6042931953437,1.63928026682146,0.130712191571888,0.259651506167238,-6.45019470637212
"MYPN",-0.105374233274373,14.0117338514174,-1.6389224361488,0.130787415674032,0.259651506167238,-6.45070510976247
"ACSF2",0.162438721094238,12.3502807239641,1.63883556939608,0.130805682835789,0.259651506167238,-6.45082900502449
"PPP1R7",0.0868199849457749,13.931407950686,1.63869027788196,0.130836241178686,0.259651506167238,-6.45103622095985
"PFAS",0.136217426817172,11.5691044297816,1.63735677795062,0.131117005257839,0.260034060763029,-6.45293756114418
"DNAJB4",-0.117129816526882,13.5464824693803,-1.63514999362594,0.13158281306099,0.260612324467448,-6.45608203798082
"PPP1R1A",0.129548111653122,12.2126839754393,1.635139788383,0.131584970594055,0.260612324467448,-6.45609657372556
"SRP14",-0.128003900399756,12.4089147641664,-1.63447988192692,0.13172455092227,0.26071403079391,-6.45703639114751
"CTSG",0.222003198460579,11.801532596525,1.63201393468667,0.132247301299895,0.26152706738324,-6.46054631874317
"PPIL3",0.13397241461997,11.4445582291238,1.63170773462985,0.13231234035125,0.26152706738324,-6.46098193138998
"MAP2K6",-0.0860420827228552,13.0235221121323,-1.63022198306091,0.132628327859453,0.261976409642168,-6.4630949313879
"NDUFV3",-0.144840071061447,13.8938119862817,-1.62615483026664,0.133496753090376,0.263515634857756,-6.46887326940228
"HSPB7",0.246426364150572,15.9022142079602,1.62452995875955,0.133845106166465,0.264026895007947,-6.47117936939698
"CAND2",-0.183517773956613,14.976689434157,-1.62397620338461,0.133964008755971,0.264085154018609,-6.47196497232542
"EEF1A2",-0.140098753816734,18.3060875511114,-1.62243424709741,0.134295591873899,0.264387394288007,-6.47415167428785
"PPIE",-0.306539179034752,12.4137218002187,-1.62243109554227,0.134296270330388,0.264387394288007,-6.47415614234532
"MTIF3",0.374315507135083,8.62502681772784,1.61760353083473,0.135339105474178,0.266234002645437,-6.48099422353147
"UBE2N",-0.127777491686517,14.6676486005694,-1.61696714490096,0.135477109270752,0.266234002645437,-6.48189473047039
"ACACB",-0.112558354391725,12.1986811854325,-1.61684068231614,0.135504548216155,0.266234002645437,-6.48207365382178
"PTGES2",0.127902658929177,14.0348430599643,1.61511724091224,0.135878978940183,0.26679228090913,-6.48451119608029
"QARS",-0.127787740736615,13.9646021763541,-1.61356940818217,0.136216037675081,0.267276488266842,-6.48669903416379
"PNPO",0.234945368461775,13.9547794940355,1.61188658808829,0.136583330782815,0.267819338064512,-6.48907624169167
"CCS",-0.155973604086059,10.7527550143316,-1.6111483967744,0.136744725046934,0.267957999014383,-6.49011856356687
"STAU1",0.179249055709722,9.02888319773509,1.60944863298612,0.137116993988226,0.268509421627043,-6.49251752517587
"TOM1",-0.138515501058814,12.6854340850464,-1.60698091984279,0.137659047990023,0.269121390478689,-6.49599761047623
"ESYT1",-0.118910305159126,12.3778933204992,-1.60689433540947,0.137678101338202,0.269121390478689,-6.49611965731822
"RHOA",-0.100048256151636,12.8140178601723,-1.60678246872754,0.137702721625644,0.269121390478689,-6.49627733537859
"PSMB4",-0.109609063608159,12.9544680478973,-1.60282984783202,0.138575138922445,0.270536615776561,-6.50184435848099
"CAMK2B",-0.0811414214256683,14.6192391343906,-1.60240981795357,0.138668133717001,0.270536615776561,-6.50243545636917
"S100A16",-0.256045503469839,12.2573240401304,-1.60205250964774,0.138747285302991,0.270536615776561,-6.50293821375269
"FECH",0.13294183005438,12.7056964573423,1.60184592807462,0.138793065826486,0.270536615776561,-6.50322885722206
"TUBA4A",-0.15947565755544,16.7687622401162,-1.60136006912589,0.138900789558288,0.270568116773066,-6.50391233161074
"ACBD3",0.411470016692492,13.0218176560694,1.59725288913976,0.139814378639631,0.272168306245131,-6.50968500902232
"TMED7",0.115889878612284,10.9554364201063,1.59465860168629,0.140394172418273,0.273101766652107,-6.51332665430883
"CYFIP1",-0.154979855397977,12.653707718618,-1.59428098084489,0.140478742914112,0.273101766652107,-6.51385642639234
"HIST2H2AB",-0.122918457476175,12.7931667262842,-1.59379913854284,0.140586719660609,0.273131989873176,-6.51453230184318
"TMEM38A",-0.196830785076333,12.332022772614,-1.59334155980012,0.140689326876161,0.273151748304241,-6.51517402769931
"RARS",-0.093345706080834,12.9882992651666,-1.58782835626984,0.141930802479916,0.275296850631872,-6.52289710482134
"DNASE2B",0.211646166966826,13.0424274820289,1.58760850847679,0.141980507737047,0.275296850631872,-6.52320473539248
"KDELC2",0.304592782231953,14.5799043428681,1.58591670517075,0.142363519576446,0.275858492031737,-6.52557118397953
"TRIM32",-0.147847846179033,10.7250709986472,-1.58397059445523,0.142805229282629,0.276533061946375,-6.52829143771726
"NUBP2",0.542622404150189,9.91243240778641,1.58137418324422,0.14339641533495,0.277496010029324,-6.53191748184747
"RPL18A",0.111458512699741,11.4144156604157,1.58049852338318,0.143596282251737,0.277700925427934,-6.53313956899208
"BNIP3",0.124087888002162,11.0972700455297,1.57974863614423,0.143767636577793,0.27785046833707,-6.53418579458342
"PDF",-0.108163695034801,12.3342538114811,-1.57630021605843,0.144557939849222,0.279195236767615,-6.53899301523702
"STAU2",0.136498718634524,10.9551733391335,1.57159510809142,0.145642403822987,0.281106011297796,-6.54554164521701
"LMAN2",0.197620514390291,10.8253455776375,1.57033243640577,0.145934645416143,0.281423267936794,-6.54729698802479
"RPL5",-0.086672011435752,12.8996554345985,-1.57006223879703,0.145997248645383,0.281423267936794,-6.54767249830893
"ATP2B4",0.192659829678012,10.1382665177992,1.56926438783187,0.146182243658756,0.281596173410446,-6.54878108747553
"TPSB2",0.344154819213506,13.0591121988541,1.56843291196002,0.146375253968714,0.281695157627445,-6.5499360259237
"SDHC",-0.1083884497836,12.6006415626949,-1.56822184274679,0.146424284979951,0.281695157627445,-6.55022914537558
"PCYT2",0.145496919013077,12.328045476251,1.56667917609208,0.146783081353794,0.282201695120665,-6.55237075955273
"PRPH",0.267366233880608,11.9758657189579,1.56587538861611,0.146970333108797,0.282377980712936,-6.55348610303679
"UQCRFS1P1",0.295173968353636,15.7622394515161,1.56445117131545,0.147302635619224,0.282832545974534,-6.5554614882614
"AGRN",0.217433519181304,10.3971206750265,1.56289086054222,0.147667447598509,0.283348901073763,-6.55762435236938
"CNDP2",0.15697725276876,12.6267650732152,1.55971134157243,0.148413292940199,0.284595250251972,-6.56202756527019
"FAM114A1",-0.323058513339969,8.32960660667158,-1.57125760377484,0.148766966172882,0.285088446848812,-6.48898076867107
"OPLAH",0.136913412929637,11.8393278835987,1.55567530461387,0.14936480815352,0.286048611855899,-6.56760888773519
"COMMD3",0.0899532593596764,10.8047301506982,1.55493946215053,0.149538860734321,0.286196459501243,-6.56862549027419
"BST2",0.137895505136827,11.0176258393894,1.5509837469003,0.150477569595464,0.287806613692295,-6.57408534769216
"AP2B1",0.127858235873914,12.0306335042829,1.5505425140504,0.150582594794346,0.287821195095273,-6.5746938172862
"EIF3E",-0.076995303237128,11.9883350410847,-1.54986026706031,0.150745113905772,0.287864523608934,-6.57563443691681
"UBE2V2",-0.0923810488750458,14.2450111805954,-1.54938803417058,0.150857694980052,0.287864523608934,-6.57628535631869
"PALMD",-0.0924875106205363,11.24988127752,-1.54922109256203,0.150897511698897,0.287864523608934,-6.57651543659717
"KHSRP",0.120789639147254,11.2504001021336,1.54834954230787,0.151105531545588,0.288075384333686,-6.57771636161811
"MTFR1L",0.119915198041749,10.7800648485475,1.54776276839898,0.151245722620528,0.288156744257679,-6.57852464917608
"EXOC4",0.164428198277635,9.76714398399188,1.54594131472973,0.151681625299279,0.288723092410794,-6.58103249581433
"PET117",-0.113517114684678,11.4018741923566,-1.54570442712009,0.151738396789835,0.288723092410794,-6.58135851529793
"SYNPO",0.0905115740468485,14.4284296191018,1.54471257496703,0.151976301416015,0.288989685125048,-6.58272322283348
"CBX1",0.361234570535302,11.6975566309046,1.54358987866978,0.152245982991,0.289316321375181,-6.58426729618292
"CHP1",-0.139193061588372,12.3636398971125,-1.54113603438908,0.152836872373656,0.290252543614494,-6.58763967012305
"NUDT3",-0.169490466456097,12.6364903281394,-1.54062353223375,0.152960535912397,0.290300824419482,-6.58834358653974
"CALML3",-0.440810152289357,9.37776932898846,-1.53966252168218,0.153192656958955,0.290461528813844,-6.58966312648181
"CLIC1",0.108760492151752,11.7623198844326,1.53928227330833,0.153284586362775,0.290461528813844,-6.59018509270226
"AP4S1",-0.106372827464911,10.6849340052835,-1.53905276282319,0.153340096429644,0.290461528813844,-6.59050010192491
"COPZ1",-0.102541956274614,9.97991187370394,-1.53808788161174,0.153573657149836,0.290717589287486,-6.59182410248251
"UROD",0.143822571972159,12.0169352564643,1.53487724921946,0.154353062043639,0.291933162286118,-6.59622592157896
"CD99",0.341086682587878,10.4456636055824,1.56305755232918,0.154413378224434,0.291933162286118,-6.41748345553845
"MYO18A",0.162817352328814,13.8210692118937,1.53364737360974,0.154652535139384,0.2921215710815,-6.59791055520915
"PGLS",0.162965112040553,12.5859148141635,1.53340854817463,0.154710747459407,0.2921215710815,-6.59823758941674
"MARC2",-0.337643740262171,14.0856835698283,-1.5304537031761,0.155432553722445,0.293297060185074,-6.60228111772324
"UTRN",-0.178634697710329,13.2387865222289,-1.52957690272168,0.155647300743747,0.293514852391687,-6.60348001447354
"PSMC3",-0.11579273266292,13.9439321705963,-1.52714913986891,0.156243258890327,0.294450784452116,-6.60679734837849
"MYOCD",0.287673054205978,14.1889974560358,1.52589375622747,0.156552203538597,0.294844972247645,-6.60851141017818
"DDX5",0.139700077179723,10.5198868387284,1.52511536493139,0.156744029038364,0.295018220260106,-6.60957375085108
"PGLYRP2",-0.49762212694645,11.2727188710341,-1.53538796493362,0.157264061625426,0.295808594591429,-6.5379702096368
