ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,foldEnrich
BP,GO:0009725,response to hormone,46/418,414/6364,2.388226175430919e-4,0.037679855979701436,0.03439597889966669,PARK7/CITED4/AHCYL1/RXRG/HRAS/PDE3B/MYOD1/SLC29A2/UCP2/UCP3/PAK1/NR4A1/CALCOCO1/NOS1/FOXO1/SOS2/MYO5A/NEDD4/VAMP2/SREBF1/STAT3/RPL27/AQP4/BCL2/ZFP36/LPIN1/RAB10/IGFBP5/IRS1/NCOA3/EP300/RAF1/RHOA/ROBO2/HES1/CPEB2/SLIT2/EIF4E/EGR1/SLIT3/SGK1/HDAC9/RXRA/PFKFB1/AR/OGT,46,1.6916533758639025
BP,GO:0032409,regulation of transporter activity,19/418,119/6364,2.4287493110309512e-4,0.037679855979701436,0.03439597889966669,PARK7/LRRC38/AHCYL1/ANK3/SLN/NOS1/HSPA2/CALM1/NEDD4/VAMP2/NEDD4L/BCL2/CALM2/CAV3/SGK1/CNKSR3/WNK2/RXRA/FGF13,19,2.430863254392666
BP,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,15/418,83/6364,2.7604570080857365e-4,0.03984259615003747,0.036370231808287516,HAX1/OSBP/THY1/MLST8/ARL2BP/NCK2/ERBB4/SH3BP5/HES1/TNK2/EGF/RACK1/PDGFA/EGFR/SEMA4D,15,2.751484406525624
BP,GO:0031960,response to corticosteroid,12/418,58/6364,3.075337253326164e-4,0.040972954790468585,0.037402077364339266,MYOD1/UCP3/RPL27/AQP4/BCL2/ZFP36/RHOA/SLIT2/EIF4E/SLIT3/SGK1/PFKFB1,12,3.1499752516086454
BP,GO:0051258,protein polymerization,21/418,142/6364,3.4634706441936816e-4,0.043015510255272664,0.03926661991213051,HAX1/LMOD1/PAK1/NIN/SPTB/MLST8/PSTPIP2/MAPRE3/NCK2/BIN1/NCKAP1/ARPC2/CAV3/RHOA/SLIT2/DAAM2/TMOD1/ARHGAP6/MID1IP1/DIAPH2/FGF13,21,2.251566817170968
BP,GO:0050919,negative chemotaxis,6/418,16/6364,3.5211768065228284e-4,0.043015510255272664,0.03926661991213051,RHOA/ROBO2/SLIT2/SLIT3/PDGFA/SEMA4D,6,5.70933014354067
BP,GO:0030838,positive regulation of actin filament polymerization,7/418,22/6364,3.601183017906776e-4,0.043015510255272664,0.03926661991213051,LMOD1/MLST8/NCK2/BIN1/NCKAP1/ARPC2/RHOA,7,4.8442801217920834
BP,GO:0001504,neurotransmitter uptake,5/418,11/6364,3.9600973763905504e-4,0.04355523260504197,0.03975930434713325,PARK7/SLC29A2/NOS1/GDNF/SLC22A3,5,6.920400173988691
BP,GO:0045165,cell fate commitment,16/418,95/6364,4.023578069749835e-4,0.04355523260504197,0.03975930434713325,PDPN/LMO4/MCL1/MYOD1/SOX6/MYF6/STAT3/BCL2/RAB10/FZD7/ERBB4/RHOA/HES1/PITX1/AR/FGF13,16,2.5641903802568624
CC,GO:0022626,cytosolic ribosome,23/431,79/6556,5.66037407628603e-10,2.235847760132982e-7,2.097317552476508e-7,RPLP2/FAU/RPL41/RPLP0/RPS29/RPL4/RPL3L/RPS2/RPL23A/RPL27/RPL38/RPS16/RPS19/RPL31/RPS21/RPL32/RPL14/RPL29/RACK1/RPS18/RPS10/RPL30/RPL7A,23,4.428558841669359
MF,GO:0003735,structural constituent of ribosome,22/423,134/6544,4.0750378730387486e-5,0.017607140300692072,0.016666617488086368,RPLP2/FAU/RPL41/RPLP0/RPS29/RPL4/RPL3L/RPS2/RPL23A/RPL27/RPL38/RPS16/RPS19/RPL31/RPS21/RPL32/RPL14/RPL29/RPS18/RPS10/RPL30/RPL7A,22,2.5399244910200767
MF,GO:0016247,channel regulator activity,13/423,62/6544,1.2854343693305945e-4,0.017607140300692072,0.016666617488086368,LRRC38/NOS1/CALM1/NEDD4/NEDD4L/BCL2/CACNG6/KCNS3/CALM2/CAV3/RACK1/SGK1/FGF13,13,3.24380385876611
MF,GO:0016248,channel inhibitor activity,7/423,20/6544,1.6627315324582481e-4,0.017607140300692072,0.016666617488086368,CALM1/NEDD4/NEDD4L/BCL2/CALM2/CAV3/RACK1,7,5.414657210401891
MF,GO:0022843,voltage-gated monoatomic cation channel activity,9/423,33/6544,1.728729124454274e-4,0.017607140300692072,0.016666617488086368,LRRC38/KCNN3/KCNT2/KCNJ12/SCN4A/CACNG6/KCNS3/SCN1A/KCNQ5,9,4.219213410702772
MF,GO:0015267,channel activity,17/423,100/6544,1.970948541122247e-4,0.017607140300692072,0.016666617488086368,LRRC38/MCL1/KCNN3/KCNT2/TMEM109/GRIA4/KCNJ12/SCN4A/AQP4/BCL2/CACNG6/KCNS3/SCN1A/CHRND/SLC24A3/SLC12A2/KCNQ5,17,2.6299763593380616
MF,GO:0022803,passive transmembrane transporter activity,17/423,100/6544,1.970948541122247e-4,0.017607140300692072,0.016666617488086368,LRRC38/MCL1/KCNN3/KCNT2/TMEM109/GRIA4/KCNJ12/SCN4A/AQP4/BCL2/CACNG6/KCNS3/SCN1A/CHRND/SLC24A3/SLC12A2/KCNQ5,17,2.6299763593380616
MF,GO:0015079,potassium ion transmembrane transporter activity,8/423,28/6544,2.805804189853246e-4,0.021484443510876285,0.020336806308409994,LRRC38/KCNN3/KCNT2/KCNJ12/KCNS3/SLC24A3/SLC12A2/KCNQ5,8,4.4201283350219525
MF,GO:0004879,nuclear receptor activity,7/423,25/6544,7.772351212122473e-4,0.028937627911224253,0.027391863026728375,RXRG/NR4A1/RORA/SREBF1/STAT3/RXRA/AR,7,4.331725768321513
MF,GO:0098531,ligand-activated transcription factor activity,7/423,25/6544,7.772351212122473e-4,0.028937627911224253,0.027391863026728375,RXRG/NR4A1/RORA/SREBF1/STAT3/RXRA/AR,7,4.331725768321513
