ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,foldEnrich
BP,GO:0055002,striated muscle cell development,16/541,53/6364,4.531152601545169e-6,0.0011997844781377102,0.0010994007101643806,PROX1/OBSCN/ACTN2/NRAP/CSRP3/CFL2/ACTC1/MYLK3/TCAP/ACTG1/NEB/CFLAR/MYL9/LMOD3/PDGFRB/FLNC,16,3.551215429149374
BP,GO:0055006,cardiac cell development,16/541,55/6364,7.73183925871732e-6,0.0016859957724744178,0.0015449315967728042,PROX1/ACTN2/NRAP/CSRP3/IGF1/AKAP6/ACTC1/ALPK3/MYLK3/TCAP/ALPK2/NEB/PPARA/PDGFRB/SGCD/VEGFA,16,3.4220803226348515
BP,GO:0061061,muscle structure development,56/541,368/6364,8.773126238057892e-6,0.0018067766091378115,0.0016556069222346678,ACADM/LAMC1/BTG2/PROX1/TGFB2/OBSCN/EGLN1/ACTN2/SVIL/ANKRD2/NRAP/CSRP3/SMTNL1/EHD1/EFEMP2/CRYAB/BTG1/IGF1/AKAP6/CFL2/SIX1/ZFP36L1/ACTC1/BTBD1/ALPK3/TRIM72/MYLK3/KDM6B/COPRS/TCAP/ACTG1/ALPK2/DMPK/MYH14/EPAS1/NEB/XIRP2/CHRNA1/CFLAR/GPC1/TCF15/MYL9/RBM38/PPARA/KLHL40/LMOD3/FBXO40/HEG1/MEF2C/PDGFRB/SGCD/VEGFA/UTRN/QKI/FLNC/PDLIM2,56,1.7900827774652417
BP,GO:0010927,cellular component assembly involved in morphogenesis,18/541,70/6364,1.4199285216929668e-5,0.002397465298228558,0.0021968737714944857,PROX1/OBSCN/ACTN2/NRAP/CSRP3/CFL2/ACTC1/MYLK3/TCAP/ACTG1/NEB/CFLAR/GPC1/MYL9/LMOD3/PDGFRB/PLN/FLNC,18,3.0248745709004483
BP,GO:0019883,antigen processing and presentation of endogenous antigen,7/541,12/6364,1.675398369925196e-5,0.002675859861614796,0.002451975572084377,B2M/CD74/HLA-E/HLA-C/HLA-B/HLA-DRB1/TAPBP,7,6.861983980283426
BP,GO:0097435,supramolecular fiber organization,54/541,366/6364,3.1497576312246156e-5,0.004490827514980634,0.004115088208891431,PDE4DIP/PFDN2/CAMSAP2/PROX1/TGFB2/ENAH/OBSCN/ACTN2/FAM171A1/SVIL/NRP1/P4HA1/SORBS1/NRAP/CSRP3/EFEMP2/CRYAB/PFDN5/HSP90B1/CLIP1/CFL2/EVL/CYFIP1/TJP1/ACTC1/B2M/MYLK3/CORO6/TCAP/ACTG1/HOOK2/ROCK2/TMSB10/NEB/XIRP2/CFLAR/ID1/MYL9/SDC4/APP/TWF2/LMOD3/KLHL24/SYNPO2/MAP1B/PDGFRB/SYNPO/DBN1/MYO6/WIPF3/FLNC/JAK2/GSN/GOLGA2,54,1.7355837701887822
BP,GO:0014706,striated muscle tissue development,24/541,118/6364,4.150554559398866e-5,0.0053055537074798605,0.004861647754330359,ACADM/PROX1/TGFB2/EGLN1/ACTN2/NRAP/CSRP3/IGF1/AKAP6/ACTC1/ALPK3/MYLK3/KDM6B/TCAP/ALPK2/NEB/XIRP2/PPARA/HEG1/MEF2C/PDGFRB/SGCD/VEGFA/PLN,24,2.3925561577743664
BP,GO:1901652,response to peptide,38/541,238/6364,9.245625377569502e-5,0.01071047914832817,0.00981435299125552,BTG2/NUCKS1/ACTN2/SORBS1/CTSD/CSRP3/TNS2/ATP2B1/BTG1/IGF1/IRS2/NFKBIA/ZFP36L1/CYFIP1/ZNF106/TRIM72/STK11/KLF2/SLC27A1/ROCK2/NCOA1/SOS1/RHOQ/CFLAR/NCL/ID1/APP/PPARA/TIMP4/KLF15/USO1/ERBIN/MAP1B/LPL/HSF1/GPT/JAK2/SLC2A8,38,1.8781900930427622
BP,GO:1901653,cellular response to peptide,31/541,183/6364,0.00013692567774476854,0.014774016781428286,0.013537901879422734,NUCKS1/ACTN2/SORBS1/CTSD/CSRP3/TNS2/ATP2B1/IGF1/IRS2/ZFP36L1/CYFIP1/ZNF106/TRIM72/KLF2/SLC27A1/ROCK2/NCOA1/SOS1/RHOQ/CFLAR/NCL/ID1/APP/KLF15/USO1/MAP1B/LPL/HSF1/GPT/JAK2/SLC2A8,31,1.9927072916982314
BP,GO:0045446,endothelial cell differentiation,14/541,55/6364,1.4347574969825148e-4,0.014774016781428286,0.013537901879422734,PROX1/NRP1/ROBO4/BTG1/TJP1/KDM6B/PECAM1/ROCK2/ID1/CLDN5/HEG1/NOTCH4/VEGFA/AFDN,14,2.994320282305495
BP,GO:0003158,endothelium development,15/541,63/6364,1.8849906110911631e-4,0.01888556809544579,0.01730544723183836,PROX1/NRP1/ROBO4/BTG1/TJP1/KDM6B/PECAM1/ROCK2/SLC40A1/ID1/CLDN5/HEG1/NOTCH4/VEGFA/AFDN,15,2.800809787870786
BP,GO:0001913,T cell mediated cytotoxicity,6/541,12/6364,2.17330194335488e-4,0.021201132378990895,0.01942727249641606,B2M/CTSH/HLA-E/HLA-C/HLA-B/HLA-DRB1,6,5.88170055452865
BP,GO:0032970,regulation of actin filament-based process,29/541,176/6364,3.637698927827484e-4,0.0308729187275201,0.02828983821041482,PROX1/ACTN2/SVIL/NRP1/ARHGDIB/CFL2/EVL/CYFIP1/TJP1/MYLK3/ACTG1/ARHGDIA/BST2/TRPM4/ROCK2/RHOQ/TMSB10/NEB/ID1/SDC4/TWF2/LMOD3/CAMK2D/SYNPO2/PAM/PDGFRB/SYNPO/PLN/GSN,29,1.938287682742396
BP,GO:0048872,homeostasis of number of cells,25/541,143/6364,3.668820840733788e-4,0.0308729187275201,0.02828983821041482,LDB1/GPAM/ETS1/LPCAT3/ZFP36L1/B2M/PRDX2/PKN1/KLF2/SOS1/EPAS1/SLC40A1/CFLAR/MAFB/MB/LYAR/EMCN/HMGB2/MEF2C/CD74/VEGFA/ADGRF5/MYCT1/HIPK2/JAK2,25,2.0565386554295984
BP,GO:0007155,cell adhesion,61/541,472/6364,4.672301738890702e-4,0.03685153733205922,0.03376823675565575,MACF1/ADAM15/LAMC1/TGFB2/ACTN2/NRP1/PRKG1/SORBS1/LDB1/GPAM/EFEMP2/ZBTB16/ROBO4/ETS1/WNK1/IGF1/NUAK1/LGALS3/ZFP36L1/FLRT2/TJP1/B2M/PECAM1/CYTH1/ACTG1/ARHGDIA/MYL12A/MALT1/PRDX2/PPP2R1A/ROCK2/MAP4K4/CD93/ID1/MYL9/SDC4/GNAS/APP/COL6A1/CLDN5/PARVB/PPARA/MAGI1/SPARCL1/ITGA1/IL6ST/ERBIN/THBS4/CD74/HLA-E/HLA-DRB1/NOTCH4/VEGFA/DST/UTRN/AFDN/HOXA7/ACHE/DUSP26/ZNF703/JAK2,61,1.5202700585857951
BP,GO:0032956,regulation of actin cytoskeleton organization,26/541,154/6364,4.94208824505056e-4,0.03816733567583839,0.034973944663987185,PROX1/ACTN2/SVIL/NRP1/ARHGDIB/CFL2/EVL/CYFIP1/TJP1/MYLK3/ACTG1/ARHGDIA/BST2/ROCK2/RHOQ/TMSB10/NEB/ID1/SDC4/TWF2/LMOD3/SYNPO2/PAM/PDGFRB/SYNPO/GSN,26,1.9860287586720118
BP,GO:0007517,muscle organ development,31/541,197/6364,5.270862885927102e-4,0.038860986432965726,0.03560955893378968,BTG2/PROX1/TGFB2/EGLN1/SVIL/ANKRD2/CSRP3/SMTNL1/EFEMP2/CRYAB/IGF1/CFL2/SIX1/ACTC1/BTBD1/TRIM72/COPRS/TCAP/MYH14/NEB/XIRP2/CHRNA1/CFLAR/GPC1/TCF15/KLHL40/LMOD3/HEG1/MEF2C/SGCD/UTRN,31,1.8510935755369355
BP,GO:1901699,cellular response to nitrogen compound,44/541,314/6364,5.556062263143199e-4,0.038860986432965726,0.03560955893378968,GCLM/NUCKS1/ACTN2/SORBS1/CTSD/CSRP3/PDE3A/TNS2/ATP2B1/IGF1/HSP90B1/IRS2/AKAP6/SIX1/ZFP36L1/CYFIP1/RYR3/ZNF106/TRIM72/KLF2/SLC27A1/TRPM4/ROCK2/NCOA1/SOS1/RHOQ/CFLAR/NCL/MAVS/ID1/BCL2L1/GNAS/APP/COL6A1/KLF15/USO1/MAP1B/MEF2C/ACHE/LPL/HSF1/GPT/JAK2/SLC2A8,44,1.6483746777022972
BP,GO:1902905,positive regulation of supramolecular fiber organization,18/541,92/6364,6.127325543661187e-4,0.041247618056168694,0.037796505463988855,PDE4DIP/PROX1/ACTN2/NRP1/EFEMP2/CLIP1/CFL2/EVL/CYFIP1/MYLK3/ROCK2/ID1/SDC4/APP/SYNPO2/MAP1B/SYNPO/GSN,18,2.3015349995981675
BP,GO:0006112,energy reserve metabolic process,12/541,49/6364,6.231094176275821e-4,0.041247618056168694,0.037796505463988855,ACADM/SORBS1/PPP1R1A/IGF1/PPP1CC/IRS2/UGP2/GBE1/GYG1/IL6ST/ADGRF5/PHKA2,12,2.8808329246670943
BP,GO:0001914,regulation of T cell mediated cytotoxicity,5/541,10/6364,7.654108133247041e-4,0.04651439155728981,0.042622617680738925,B2M/HLA-E/HLA-C/HLA-B/HLA-DRB1,5,5.881700554528651
BP,GO:0009725,response to hormone,54/541,414/6364,8.013987654055809e-4,0.04791589069933046,0.04390685595863853,PADI2/DHCR24/GCLM/BTG2/NUCKS1/ESRRG/TGFB2/ACTN2/AKR1C2/SORBS1/CTSD/CSRP3/A2M/TNS2/ATP2B1/BTG1/IRS2/ZFP36L1/CYFIP1/ZNF106/CTSH/TRIM72/PELP1/WBP2/STK11/PKN1/SLC27A1/ROCK2/NCOA1/SOS1/RHOQ/KDM3A/TFPI/CFLAR/NCL/RAMP1/TIMP3/PPARA/TIMP4/THRB/KLF15/MME/USO1/HMGB2/ACSL1/MAP1B/MEF2C/PAM/PDGFRB/LPL/HSF1/GPT/JAK2/SLC2A8,54,1.5343566663987787
BP,GO:0030155,regulation of cell adhesion,40/541,283/6364,8.31272912599182e-4,0.04839887784101154,0.04434943245153386,MACF1/ADAM15/LAMC1/TGFB2/NRP1/PRKG1/LDB1/GPAM/EFEMP2/ZBTB16/ETS1/WNK1/IGF1/NUAK1/LGALS3/TJP1/B2M/CYTH1/ACTG1/ARHGDIA/MALT1/PRDX2/PPP2R1A/ROCK2/MAP4K4/SDC4/PPARA/MAGI1/IL6ST/CD74/HLA-E/HLA-DRB1/NOTCH4/VEGFA/UTRN/AFDN/HOXA7/DUSP26/ZNF703/JAK2,40,1.6626715348490888
CC,GO:0030312,external encapsulating structure,26/552,119/6556,4.3156426810555e-6,7.65906982761875e-4,7.058966476038239e-4,HSPG2/ADAMTSL4/LAMC1/TGFB2/CTSD/EFEMP2/CTSF/A2M/HSP90B1/COL4A2/CLEC14A/LGALS3/FLRT2/CTSH/LMAN1/GPC1/COL6A1/TIMP3/TIMP4/COLQ/SPARCL1/ERBIN/THBS4/VEGFA/DST/ACHE,26,2.594933625624163
CC,GO:0031012,extracellular matrix,26/552,119/6556,4.3156426810555e-6,7.65906982761875e-4,7.058966476038239e-4,HSPG2/ADAMTSL4/LAMC1/TGFB2/CTSD/EFEMP2/CTSF/A2M/HSP90B1/COL4A2/CLEC14A/LGALS3/FLRT2/CTSH/LMAN1/GPC1/COL6A1/TIMP3/TIMP4/COLQ/SPARCL1/ERBIN/THBS4/VEGFA/DST/ACHE,26,2.594933625624163
CC,GO:0062023,collagen-containing extracellular matrix,23/552,99/6556,5.198463683904129e-6,7.65906982761875e-4,7.058966476038239e-4,HSPG2/ADAMTSL4/LAMC1/TGFB2/CTSD/EFEMP2/CTSF/A2M/HSP90B1/COL4A2/CLEC14A/LGALS3/CTSH/LMAN1/GPC1/COL6A1/TIMP3/COLQ/SPARCL1/ERBIN/THBS4/DST/ACHE,23,2.759259259259259
CC,GO:0043292,contractile fiber,32/552,172/6556,1.3088641998501558e-5,0.0014462949408344222,0.001332974856163185,PDE4DIP/OBSCN/ACTN2/SVIL/C10orf71/ANKRD2/NRAP/CSRP3/SMTNL1/CRYAB/CFL2/RYR3/ACTC1/TCAP/ACTG1/LMAN1/STK11/NEB/XIRP2/MYL9/SDC4/PARVB/TIMP4/KLHL40/TWF2/LMOD3/SYNPO2/SYNPO/DST/FLNC/PDLIM2/ANK1,32,2.20963936636333
CC,GO:0030134,COPII-coated ER to Golgi transport vesicle,14/552,52/6556,6.680991736684688e-5,0.00369124793451829,0.00340203131854865,TMED5/SEC31B/CD59/YIF1A/B2M/LMAN1/APP/USO1/CD74/HLA-E/HLA-C/HLA-B/HLA-DRB1/GOLGA2,14,3.1976031215161655
CC,GO:0009986,cell surface,36/552,224/6556,1.0231384927956731e-4,0.005024746820174306,0.004631047914759362,ADAM15/CD59/CRYAB/CLEC14A/LGALS3/B2M/GPRC5B/MYO18A/BST2/CHRNA1/TFPI/RAMP1/GPC1/CD93/SDC4/APP/HEG1/MME/ADGRA3/ITGA1/IL6ST/PAM/PDGFRB/CD74/BTNL9/HLA-E/HLA-C/HLA-B/HLA-DRB1/NOTCH4/VEGFA/ADGRF5/IGF2R/ACHE/LPL/IL11RA,36,1.9087732919254656
CC,GO:0070161,anchoring junction,59/552,442/6556,1.9309198100143075e-4,0.008534665560263239,0.007865957541847757,HSPG2/ADAM15/ENAH/ACTN2/ARHGAP21/SVIL/NRP1/SORBS1/SH3PXD2A/NRAP/ARL14EP/CD59/AMOTL1/SCN4B/TNS2/PCBP2/RAB21/HSP90B1/PPP1CC/FLT1/AKAP6/FLRT2/EVL/CYFIP1/TJP1/ACTC1/B2M/PECAM1/CYTH1/ACTG1/RASIP1/MAP4K4/XIRP2/SDC4/APP/CLDN5/PARVB/MAGI1/HEG1/MME/KLHL24/LAP3/SYNPO2/ITGA1/ERBIN/PDGFRB/SYNPO/DBN1/VEGFA/DST/EPB41L2/IGF2R/AFDN/TNS3/FLNC/PDLIM2/PABPC1/JAK2/GSN,59,1.5853662535248214
CC,GO:0012507,ER to Golgi transport vesicle membrane,10/552,35/6556,4.375042762786534e-4,0.014875145393474216,0.01370964817164687,SEC31B/CD59/B2M/LMAN1/USO1/CD74/HLA-E/HLA-C/HLA-B/HLA-DRB1,10,3.393374741200828
CC,GO:0098576,lumenal side of membrane,7/552,20/6556,8.464626028047532e-4,0.024942431362646726,0.022988142265644877,CTSA/CD74/HLA-E/HLA-C/HLA-B/HLA-DRB1/TAPBP,7,4.1568840579710145
CC,GO:0015629,actin cytoskeleton,37/552,260/6556,9.624099606531886e-4,0.026586575163044336,0.024503464129788422,HSPB7/MACF1/ACTN2/ARHGAP21/SVIL/SORBS1/SH3PXD2A/SMTNL1/CRYAB/FLT1/CFL2/TJP1/ACTC1/MYLK3/MYO18A/ACTG1/MYH14/RHOQ/NEB/XIRP2/MYH7B/MYL9/CLDN5/PARVB/TWF2/LMOD3/KALRN/SYNPO2/ABLIM3/SYNPO/DBN1/TMEM63B/FILIP1/MYO6/EPB41L2/PDLIM2/GSN,37,1.6901616499442587
CC,GO:0099081,supramolecular polymer,54/552,424/6556,0.0011385983230686866,0.029603556399785853,0.027284058887156765,MACF1/PDE4DIP/NES/CAMSAP2/OBSCN/ACTN2/SVIL/NRP1/C10orf71/ANKRD2/NRAP/CSRP3/SMTNL1/EFEMP2/CRYAB/CLIP1/COL4A2/CFL2/RYR3/ACTC1/KIF22/CYLD/MYO18A/TCAP/ACTG1/LMAN1/STK11/HOOK2/MYH14/RHOQ/NEB/XIRP2/DYNC1I2/MYH7B/MYL9/SDC4/COL6A1/PCNT/PARVB/TIMP4/KLHL40/MAP4/TWF2/LMOD3/SYNPO2/MAP1B/SYNPO/HLA-DRB1/DST/MYO6/FLNC/PDLIM2/ANK1/GOLGA2,54,1.5126127973748975
CC,GO:0098553,lumenal side of endoplasmic reticulum membrane,6/552,16/6556,0.0013330227693020072,0.032733114668415955,0.030168410042098057,CD74/HLA-E/HLA-C/HLA-B/HLA-DRB1/TAPBP,6,4.453804347826087
MF,GO:0005102,signaling receptor binding,57/542,412/6544,5.9078397694814566e-5,0.021042626128015437,0.01949059709970555,HSPG2/FNDC5/SCP2/ADAM15/NES/NENF/TGFB2/ACTN2/SORBS1/VEGFB/GAB2/ARHGEF12/A2M/SPX/DAZAP2/IGF1/HSP90B1/IL17D/IRS2/LGALS3/FLRT2/GPRC5B/WIPI1/SEC14L1/NCOA1/AAK1/DBI/CFLAR/GNAS/APP/USP4/NISCH/MTRNR2L12/CPE/HMGB2/ITGA1/IL6ST/ERBIN/THBS4/ARRDC3/PDGFRB/CD74/BTNL9/HLA-E/HLA-C/HLA-B/HLA-DRB1/NOTCH4/TAPBP/VEGFA/DST/RSPO3/UTRN/LPL/TACC1/OSGIN2/JAK2,57,1.6704044710350017
MF,GO:0042605,peptide antigen binding,6/542,11/6544,1.0110615702277228e-4,0.021042626128015437,0.01949059709970555,DHCR24/HLA-E/HLA-C/HLA-B/HLA-DRB1/TAPBP,6,6.5857094934585705
MF,GO:0003779,actin binding,37/542,237/6544,1.0828109499836416e-4,0.021042626128015437,0.01949059709970555,PHACTR4/MACF1/ENAH/ACTN2/SVIL/KCNMA1/SORBS1/NRAP/CSRP3/CFL2/EVL/CYFIP1/MYO18A/CORO6/MYH14/TMSB10/NEB/XIRP2/MYH7B/EPB41L1/PARVB/TWF2/LMOD3/SYNPO2/MAP1B/ABLIM3/SYNPO/DBN1/DST/MYO6/EPB41L2/UTRN/AFDN/WIPF3/FLNC/PDLIM2/GSN,37,1.8849393557226715
MF,GO:0003823,antigen binding,7/542,16/6544,1.51686663392362e-4,0.022108331189436763,0.02047769955796887,DHCR24/PPP2R1A/HLA-E/HLA-C/HLA-B/HLA-DRB1/TAPBP,7,5.282287822878229
MF,GO:0033218,amide binding,26/542,151/6544,2.4025807678572877e-4,0.028014091753215974,0.025947872292858706,CPTP/HSPG2/SCP2/DHCR24/PFDN2/ACBD6/TGFB2/PANK1/CRYAB/PFDN5/NFKBIA/ALDH6A1/DBI/SLC40A1/FTCDNL1/RAMP1/SEC61A1/MME/APBB2/CD74/HLA-E/HLA-C/HLA-B/HLA-DRB1/TAPBP/ACHE,26,2.0789325774052445
MF,GO:0030546,signaling receptor activator activity,14/542,60/6544,2.941757440604832e-4,0.02858407646454362,0.02647581696544349,FNDC5/NENF/TGFB2/VEGFB/SPX/IGF1/IL17D/LGALS3/FLRT2/APP/HMGB2/THBS4/VEGFA/OSGIN2,14,2.817220172201722
MF,GO:0048029,monosaccharide binding,9/542,30/6544,5.038553332131579e-4,0.0328653656717486,0.030441333555307454,EGLN1/P4HA1/OGFOD1/LMAN1/UGP2/PFKL/PAM/IGF2R/SLC2A8,9,3.622140221402214
MF,GO:0048018,receptor ligand activity,13/542,56/6544,5.073555592551242e-4,0.0328653656717486,0.030441333555307454,FNDC5/NENF/TGFB2/VEGFB/SPX/IGF1/IL17D/LGALS3/FLRT2/HMGB2/THBS4/VEGFA/OSGIN2,13,2.8028465998945706
