ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,foldEnrich
BP,GO:0006090,pyruvate metabolic process,15/328,68/6414,1.1627574392344017e-6,1.1255492011789009e-4,1.0526014713069321e-4,PKM/GPD1/PGM1/PFKM/LDHA/ACTN3/ALDOA/PGAM2/GAPDH/ENO3/PDK4/PGK1/TPI1/PDHA1/VDAC1,15,4.313576040172166
BP,GO:0060538,skeletal muscle organ development,18/328,105/6414,4.8961750927578875e-6,4.0624264198196874e-4,3.7991373652076246e-4,MYF6/ACTN3/ASB2/SMYD1/YBX3/CSRP3/MYLK2/ZBTB18/DES/ACTA1/DMD/SIX1/MEF2D/VGLL2/RBM24/CACNA1S/DDX17/BTG2,18,3.352264808362369
BP,GO:0006735,NADH regeneration,6/328,11/6414,6.349082001662188e-6,4.497008325079754e-4,4.205553675041963e-4,PKM/PFKM/PGAM2/ENO3/PGK1/TPI1,6,10.66629711751663
BP,GO:0061621,canonical glycolysis,6/328,11/6414,6.349082001662188e-6,4.497008325079754e-4,4.205553675041963e-4,PKM/PFKM/PGAM2/ENO3/PGK1/TPI1,6,10.66629711751663
BP,GO:0061718,glucose catabolic process to pyruvate,6/328,11/6414,6.349082001662188e-6,4.497008325079754e-4,4.205553675041963e-4,PKM/PFKM/PGAM2/ENO3/PGK1/TPI1,6,10.66629711751663
BP,GO:0046939,nucleotide phosphorylation,13/328,60/6414,7.510510206915101e-6,4.8218087300934577e-4,4.5093035100917506e-4,PKM/GPD1/PGM1/PFKM/LDHA/AK1/ACTN3/ALDOA/PGAM2/GAPDH/ENO3/PGK1/TPI1,13,4.236890243902439
BP,GO:1903169,regulation of calcium ion transmembrane transport,15/328,81/6414,1.1628101884034537e-5,6.891430177803326e-4,6.444791162365007e-4,ATP2A1/ATP1B1/BIN1/DHRS7C/ATP1A2/CACNB1/CACNG1/CALM1/VDAC1/DMD/CAPN3/HSPA2/TMEM38A/JSRP1/HRC,15,3.621273712737127
BP,GO:0060047,heart contraction,18/328,112/6414,1.2478386565770928e-5,7.247446917399755e-4,6.777734176776632e-4,TNNI2/ATP2A1/TPM1/ATP1B1/BIN1/ATP1A2/CSRP3/MYLK2/DES/CALM1/IRX3/DMD/HSPB7/SNTA1/FXYD1/TMEM38A/S100A1/HRC,18,3.1427482578397212
BP,GO:0016051,carbohydrate biosynthetic process,16/328,92/6414,1.371665848065612e-5,7.660226197658726e-4,7.163760906901376e-4,GPD1/PGM1/FBP2/ATF4/AGL/PPP1R3C/PGAM2/GOT1/PGK1/PPP1R3A/TPI1/SLC37A4/GYS1/AKR1B1/NR1D1/PTGES3,16,3.40084835630965
BP,GO:0061061,muscle structure development,38/328,368/6414,2.0716372343941293e-5,0.001004279732443519,9.391915723156008e-4,MYF6/SYPL2/ACTN3/PDLIM7/MYOM2/TPM1/ASB2/TNNT3/BIN1/IGFBP5/CRYAB/SMYD1/YBX3/CSRP3/MYLK2/ZBTB18/DYRK1B/DES/ACTA1/IRX3/LMOD1/DMD/CAPN3/ACTB/SIX1/PLPP7/PDLIM3/MEF2D/UNC45B/VGLL2/HSPB2/RBM24/COPRS/NEB/CACNA1S/SGCA/DDX17/BTG2,38,2.019253711558855
BP,GO:0019693,ribose phosphate metabolic process,28/328,244/6414,4.237521822885631e-5,0.0018645096020696776,0.001743669266833322,PKM/GPD1/PGM1/PFKM/LDHA/AK1/ACTN3/NDUFAB1/ALDOA/ATP1B1/PGAM2/GAPDH/NDUFB4/AMPD1/ENO3/ATP1A2/PDK4/PGK1/TPI1/NDUFC1/NDUFA6/NDUFA1/PDHA1/NDUFB3/NDUFB1/NDUFB9/AK3/NDUFB7,28,2.2440023990403843
BP,GO:0043269,regulation of ion transport,27/328,234/6414,5.2938028388855686e-5,0.002228000499148361,0.0020836020326963794,ATP2A1/ATF4/ATP1B1/NDUFA4/BIN1/PACSIN3/DHRS7C/CEBPB/ATP1A2/CACNB1/CACNG1/CALM1/B2M/VDAC1/DMD/CAPN3/ACTB/TMEM109/CLIC5/ISCU/SNTA1/FXYD1/HSPA2/TMEM38A/JSRP1/CACNA1S/HRC,27,2.256332082551595
BP,GO:0000028,ribosomal small subunit assembly,6/328,15/6414,5.773133085263411e-5,0.0023390844316207578,0.00218748652804899,RPL38/RPS28/RPS15/RPS19/RPS14/RPS5,6,7.8219512195121945
BP,GO:0006811,ion transport,45/328,487/6414,5.799382888315928e-5,0.0023390844316207578,0.00218748652804899,ATP2A1/ATF4/COX7B/VDAC3/COX8A/ATP1B1/NDUFA4/UQCRH/UCP3/BIN1/TPT1/PACSIN3/DHRS7C/CEBPB/ATP1A2/SLC25A4/FTL/CACNB1/SLC16A3/CACNG1/CALM1/SLC37A4/COX4I1/B2M/VDAC1/DMD/CAPN3/COX5B/ACTB/TMEM109/CLIC5/ISCU/SNTA1/FXYD1/PSAP/HSPA2/TMEM38A/JSRP1/ATP6V1G1/CYC1/UQCRFS1/UQCR10/CACNA1S/HRC/UQCRC1,45,1.8069189162117496
BP,GO:0070296,sarcoplasmic reticulum calcium ion transport,8/328,29/6414,7.160481937558878e-5,0.0028100053441447274,0.0026278866854768006,ATP2A1/DHRS7C/ATP1A2/CACNG1/CALM1/DMD/TMEM38A/HRC,8,5.394449116904962
BP,GO:0034762,regulation of transmembrane transport,25/328,213/6414,7.612502762715587e-5,0.0029475610697234753,0.002756527316183329,ATP2A1/ATP1B1/NDUFA4/BIN1/DHRS7C/ATP1A2/CACNB1/CACNG1/CALM1/VDAC1/DMD/CAPN3/RTN2/ACTB/TMEM109/CLIC5/ISCU/SNTA1/FXYD1/HSPA2/TMEM38A/JSRP1/OAZ2/CACNA1S/HRC,25,2.295173479903813
BP,GO:0005977,glycogen metabolic process,10/328,46/6414,8.357851567031953e-5,0.0030723039178051632,0.002873185482070945,PFKM/AGL/PPP1R3C/PYGM/PPP1R1A/PPP1R3A/GYS1/PHKA1/NR1D1/PTGES3,10,4.251060445387062
BP,GO:0006073,cellular glucan metabolic process,10/328,46/6414,8.357851567031953e-5,0.0030723039178051632,0.002873185482070945,PFKM/AGL/PPP1R3C/PYGM/PPP1R1A/PPP1R3A/GYS1/PHKA1/NR1D1/PTGES3,10,4.251060445387062
BP,GO:0042274,ribosomal small subunit biogenesis,11/328,58/6414,1.382576843136333e-4,0.004511239497154956,0.004218862513650786,RPS24/RPS16/RPS21/RPL38/RPS28/RPS8/RPS15/RPS19/RPS14/RPS6/RPS5,11,3.7086837678721616
BP,GO:0042776,proton motive force-driven mitochondrial ATP synthesis,9/328,40/6414,1.4322047641712775e-4,0.004621247372392655,0.004321740691885258,NDUFAB1/NDUFB4/NDUFC1/NDUFA6/NDUFA1/NDUFB3/NDUFB1/NDUFB9/NDUFB7,9,4.399847560975609
BP,GO:0010882,regulation of cardiac muscle contraction by calcium ion signaling,6/328,18/6414,1.8784997450944498e-4,0.005742277115530823,0.005370115614785242,ATP1B1/ATP1A2/CALM1/DMD/TMEM38A/HRC,6,6.5182926829268295
BP,GO:0055001,muscle cell development,16/328,120/6414,3.654438188298287e-4,0.010499133820471669,0.009818676691611176,MYF6/SYPL2/ACTN3/MYOM2/TPM1/ASB2/TNNT3/BIN1/CSRP3/ACTA1/LMOD1/DMD/CAPN3/SIX1/NEB/CACNA1S,16,2.607317073170732
BP,GO:0010257,NADH dehydrogenase complex assembly,9/328,46/6414,4.398874056016427e-4,0.01205125496101104,0.01127020363904904,NDUFAB1/NDUFB4/NDUFC1/NDUFA6/NDUFA1/NDUFB3/NDUFB1/NDUFB9/NDUFB7,9,3.825954400848356
BP,GO:0032981,mitochondrial respiratory chain complex I assembly,9/328,46/6414,4.398874056016427e-4,0.01205125496101104,0.01127020363904904,NDUFAB1/NDUFB4/NDUFC1/NDUFA6/NDUFA1/NDUFB3/NDUFB1/NDUFB9/NDUFB7,9,3.825954400848356
BP,GO:0010880,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,6/328,22/6414,6.344199769985715e-4,0.016748687392762286,0.01566319177661545,DHRS7C/ATP1A2/CALM1/DMD/TMEM38A/HRC,6,5.333148558758315
BP,GO:0006875,cellular metal ion homeostasis,19/328,164/6414,6.536058855142056e-4,0.017099743166966243,0.01599149534970745,ATP2A1/SYPL2/ATF4/MT1X/ATP1B1/TPT1/DHRS7C/ATP1A2/FTL/CSRP3/CALM1/DMD/CAPN3/ISCU/ANKRD9/TMEM38A/JSRP1/ATP6V1G1/HRC,19,2.2655041641879836
BP,GO:0086064,cell communication by electrical coupling involved in cardiac conduction,5/328,15/6414,6.657405262708466e-4,0.017108942374252555,0.01600009834912701,ATP1B1/ATP1A2/CALM1/IRX3/HRC,5,6.5182926829268295
BP,GO:0098780,response to mitochondrial depolarisation,5/328,15/6414,6.657405262708466e-4,0.017108942374252555,0.01600009834912701,SQSTM1/TOMM7/VDAC1/CDC37/HUWE1,5,6.5182926829268295
BP,GO:0042255,ribosome assembly,8/328,40/6414,7.837146513252687e-4,0.01928735040210661,0.018037322037637766,RPL38/RPS28/RPLP0/RPS15/RPS19/RPS14/RPS5/RPL24,8,3.9109756097560973
BP,GO:1904923,regulation of autophagy of mitochondrion in response to mitochondrial depolarization,4/328,10/6414,0.001102875869693696,0.02463655019684995,0.02303983598226507,TOMM7/VDAC1/CDC37/HUWE1,4,7.8219512195121945
BP,GO:1904925,positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization,4/328,10/6414,0.001102875869693696,0.02463655019684995,0.02303983598226507,TOMM7/VDAC1/CDC37/HUWE1,4,7.8219512195121945
BP,GO:2000765,regulation of cytoplasmic translation,5/328,17/6414,0.0012603844443911968,0.027595928485545658,0.025807414634155357,PKM/YBX3/CSDE1/RBM24/CPEB3,5,5.751434720229556
BP,GO:0060537,muscle tissue development,22/328,216/6414,0.0014539316880442818,0.0312142526466242,0.029191232357652037,MYF6/ACTN3/TPM1/ASB2/IGFBP5/SMYD1/YBX3/CSRP3/MYLK2/ZBTB18/ACTA1/IRX3/DMD/SIX1/MEF2D/VGLL2/RBM24/NEB/CACNA1S/PRMT1/DDX17/BTG2,22,1.99170054200542
BP,GO:0000423,mitophagy,6/328,26/6414,0.0016460368393660268,0.03489117504758352,0.0326298505229685,SQSTM1/TOMM7/SLC25A4/VDAC1/CDC37/HUWE1,6,4.512664165103189
BP,GO:0010644,cell communication by electrical coupling,5/328,18/6414,0.001672897702038025,0.03495032321380162,0.032685165249966716,ATP1B1/ATP1A2/CALM1/IRX3/HRC,5,5.431910569105692
BP,GO:0046716,muscle cell cellular homeostasis,5/328,18/6414,0.001672897702038025,0.03495032321380162,0.032685165249966716,PFKM/ALDOA/CSRP3/DMD/CAPN3,5,5.431910569105692
BP,GO:0007005,mitochondrion organization,29/328,326/6414,0.0023146927770216295,0.0460401905785672,0.043056289579782296,ATP2A1/CHCHD10/NDUFAB1/CHCHD2/SQSTM1/NDUFB4/TOMM7/SLC25A4/TMEM70/SLIRP/NDUFC1/UBL5/NDUFA6/COX14/HIGD2A/NDUFA1/VDAC1/NDUFB3/TMEM11/ATPAF1/CDC37/HUWE1/NDUFB1/NDUFB9/GABARAPL2/UQCRFS1/JTB/FAM162A/NDUFB7,29,1.7395443663025587
BP,GO:0014874,response to stimulus involved in regulation of muscle adaptation,4/328,12/6414,0.0023958404118964542,0.04701027402802232,0.04396350115713266,ACTN3/FBXO32/TRIM63/SGCA,4,6.5182926829268295
CC,GO:0022626,cytosolic ribosome,45/337,83/6603,4.438893358549834e-37,1.8820907840251296e-34,1.607346647727519e-34,RPS29/RPL27/RPS24/RPL32/RPL31/RPS16/RPS21/RPS11/RPL27A/RPLP2/RPS12/RPL38/RPS23/RPS28/RPL3L/RPL29/RPL23/RPS3/RPL4/RPS27A/RPL28/RPS8/RPL35/RPL30/RPL8/RPL36/RPL15/RPS9/RPLP0/FAU/RPL34/RPS15/RPS19/RACK1/RPL35A/RPS14/RPS4X/RPS10/RPS6/RPL36AL/RPL7A/RPL37/UBA52/RPS5/RPL24,45,10.622966644024167
CC,GO:0030017,sarcomere,40/337,159/6603,6.040424926427162e-18,4.268566948008528e-16,3.645449429282358e-16,TNNC2/HSPB1/TNNI2/MYH2/TPM2/ACTN3/FBP2/PDLIM7/MYOM2/ALDOA/TPM1/ASB2/SQSTM1/TNNT3/BIN1/CRYAB/FBXO32/CSRP3/MYLK2/MYOT/CAPZB/SMTNL2/RPL15/DES/CALM1/ACTA1/ANK1/LMOD1/DMD/DNAJB6/CAPN3/RTN2/PDLIM3/MYL1/TRIM63/TRIM54/UNC45B/NEB/CACNA1S/HRC,40,4.929175298135603
CC,GO:0070469,respirasome,25/337,71/6603,2.426667049732815e-15,1.1432298100963486e-13,9.763432340445479e-14,COX7B/NDUFAB1/COX8A/NDUFA4/UQCRH/NDUFB4/COX7C/COX6C/UQCRB/COX4I1/NDUFC1/NDUFA6/HIGD2A/NDUFA1/NDUFB3/COX5B/UQCRQ/NDUFB1/NDUFB9/CYC1/UQCRFS1/UQCR10/CYCS/NDUFB7/UQCRC1,25,6.899109792284865
CC,GO:0098803,respiratory chain complex,23/337,64/6603,1.9794158348850422e-14,7.629748309011435e-13,6.51597174354502e-13,COX7B/NDUFAB1/COX8A/NDUFA4/UQCRH/NDUFB4/COX7C/COX6C/UQCRB/COX4I1/NDUFC1/NDUFA6/NDUFA1/NDUFB3/COX5B/UQCRQ/NDUFB1/NDUFB9/CYC1/UQCRFS1/UQCR10/NDUFB7/UQCRC1,23,7.041403931750741
CC,GO:0005746,mitochondrial respirasome,23/337,66/6603,4.280770870975715e-14,1.512539041078086e-12,1.2917413856277598e-12,COX7B/NDUFAB1/COX8A/NDUFA4/UQCRH/NDUFB4/COX7C/COX6C/UQCRB/COX4I1/NDUFC1/NDUFA6/NDUFA1/NDUFB3/COX5B/UQCRQ/NDUFB1/NDUFB9/CYC1/UQCRFS1/UQCR10/NDUFB7/UQCRC1,23,6.828028055031022
CC,GO:0070069,cytochrome complex,14/337,26/6603,3.455156338571233e-12,1.1269125288878482e-10,9.624079194076958e-11,COX7B/COX8A/NDUFA4/UQCRH/COX7C/COX6C/UQCRB/COX4I1/COX5B/UQCRQ/CYC1/UQCRFS1/UQCR10/UQCRC1,14,10.550330974663318
CC,GO:1902495,transmembrane transporter complex,27/337,125/6603,8.852532824326418e-11,2.502315945009601e-9,2.1370324853110793e-9,ATP2A1/NDUFAB1/ATP1B1/NDUFA4/UQCRH/NDUFB4/ATP1A2/UQCRB/CACNB1/CACNG1/CALM1/NDUFC1/NDUFA6/NDUFA1/NDUFB3/UQCRQ/CLIC5/FXYD1/NDUFB1/NDUFB9/HSPA2/CYC1/UQCRFS1/UQCR10/CACNA1S/NDUFB7/UQCRC1,27,4.232189910979228
CC,GO:1990351,transporter complex,27/337,138/6603,9.4552802045931955e-10,2.3582581216161854e-8,2.0140039568916776e-8,ATP2A1/NDUFAB1/ATP1B1/NDUFA4/UQCRH/NDUFB4/ATP1A2/UQCRB/CACNB1/CACNG1/CALM1/NDUFC1/NDUFA6/NDUFA1/NDUFB3/UQCRQ/CLIC5/FXYD1/NDUFB1/NDUFB9/HSPA2/CYC1/UQCRFS1/UQCR10/CACNA1S/NDUFB7/UQCRC1,27,3.8335053541478525
CC,GO:1990204,oxidoreductase complex,20/337,85/6603,5.515823544173619e-9,1.1693545913648072e-7,9.986543679977501e-8,GPD1/LDHA/NDUFAB1/NDUFA4/UQCRH/NDUFB4/UQCRB/NDUFC1/NDUFA6/NDUFA1/PDHA1/NDUFB3/UQCRQ/NDUFB1/NDUFB9/CYC1/UQCRFS1/UQCR10/NDUFB7/UQCRC1,20,4.610228661197417
CC,GO:0099512,supramolecular fiber,51/337,432/6603,8.192576806771421e-9,1.6541202695576584e-7,1.4126548478843957e-7,TNNC2/HSPB1/TNNI2/MYH2/AK1/TPM2/ACTN3/FBP2/PDLIM7/MYOM2/ALDOA/TPM1/ASB2/SQSTM1/TNNT3/PDE4DIP/BIN1/TPT1/CRYAB/FBXO32/TUBA4A/CSRP3/MYLK2/MYBPC2/MYOT/CAPZB/SMTNL2/RPL15/DES/CALM1/ACTA1/ANK1/LMOD1/DMD/DNAJB6/CAPN3/RTN2/ACTB/PDLIM3/KIF1C/MYL1/DYNLL2/TRIM63/CCT6A/TRIM54/FAM166B/UNC45B/DVL1/NEB/CACNA1S/HRC,51,2.313118199802176
CC,GO:0005844,polysome,15/337,53/6603,3.240669864149119e-8,5.725183426663444e-7,4.889431724856565e-7,RPS29/RPL32/RPL31/RPS21/RPL38/RPS23/RPS28/RPS3/RPL30/RPL8/RPL36/RPS4X/RPS6/RPL7A/RPL24,15,5.545322210402554
CC,GO:0098798,mitochondrial protein-containing complex,30/337,214/6603,3.340371805306451e-7,5.05827730517834e-6,4.319879327163231e-6,CHCHD10/COX7B/NDUFAB1/COX8A/NDUFA4/UQCRH/NDUFB4/HADHB/TOMM7/COX7C/COX6C/SLC25A4/UQCRB/COX4I1/NDUFC1/NDUFA6/AURKAIP1/NDUFA1/PDHA1/VDAC1/NDUFB3/COX5B/UQCRQ/NDUFB1/NDUFB9/CYC1/UQCRFS1/UQCR10/NDUFB7/UQCRC1,30,2.746748384591919
CC,GO:0016529,sarcoplasmic reticulum,13/337,50/6603,8.068321793538574e-7,1.1403228134867851e-5,9.73860595430621e-6,ATP2A1/AGL/SLC2A4/DHRS7C/ASPH/ANK1/RTN2/TMEM109/TMEM38A/JSRP1/S100A1/CACNA1S/HRC,13,5.094302670623145
CC,GO:0030055,cell-substrate junction,33/337,274/6603,2.8888355183041874e-6,3.951181483099921e-5,3.374395308307778e-5,RPS29/HSPB1/RPL27/RPL31/RPS16/RPS11/RPLP2/ACTN3/RPL38/PDLIM7/YWHAG/RPL23/RPS3/RPL4/RPS8/RPL30/RPL8/RAB10/RPS9/RPLP0/RPS15/RPS19/CD59/B2M/DMD/RPS14/ACTB/RPS4X/RPS10/DCAF6/RPL7A/BSG/RPS5,33,2.359797699755247
CC,GO:0016528,sarcoplasm,13/337,58/6603,4.947405944233953e-6,5.9934289153005595e-5,5.118519232530766e-5,ATP2A1/AGL/SLC2A4/DHRS7C/ASPH/ANK1/RTN2/TMEM109/TMEM38A/JSRP1/S100A1/CACNA1S/HRC,13,4.391640233295814
CC,GO:0042383,sarcolemma,16/337,90/6603,1.0060803294759599e-5,1.0725590789123268e-4,9.159888856649465e-5,SLC2A4/ATP1B1/BIN1/ATP1A2/CACNB1/MYOT/DES/CACNG1/DMD/CAPN3/RTN2/SNTA1/FXYD1/BSG/CACNA1S/SGCA,16,3.4832838773491597
CC,GO:0033017,sarcoplasmic reticulum membrane,7/337,31/6603,7.694601517978762e-4,0.006796898007547907,0.0058046993907559085,ATP2A1/DHRS7C/ASPH/RTN2/TMEM109/TMEM38A/JSRP1,7,4.424332344213649
CC,GO:0036126,sperm flagellum,7/337,32/6603,9.424846544560796e-4,0.008155377418150566,0.006964870486206046,PFKM/AK1/ATP1B1/SQSTM1/CAPZB/SLIRP/CALM1,7,4.286071958456973
CC,GO:0015629,actin cytoskeleton,25/337,265/6603,0.002046014813307326,0.01701000550671189,0.014526916321521576,TNNC2/TNNI2/MYH2/TPM2/ACTN3/PDLIM7/ALDOA/TPM1/TNNT3/BIN1/CRYAB/FHOD1/MYOT/CAPZB/SMTNL2/ACTA1/LMOD1/DMD/ACTB/PDLIM3/CLIC5/HSPB7/MYL1/DYNLL2/NEB,25,1.8484407368008509
CC,GO:0101031,chaperone complex,6/337,30/6603,0.003539943124874829,0.028319544998998632,0.024185510128241137,HSPB8/CDC37/HSF1/CCT6A/HSP90AB1/PTGES3,6,3.918694362017804
CC,GO:1904813,ficolin-1-rich granule lumen,10/337,77/6603,0.0054421606819148914,0.04195411143876207,0.03582972774313345,HBB/PKM/PGM1/AGL/ALDOA/SRP14/CST3/HUWE1/APEH/HSP90AB1,10,2.54460672858299
MF,GO:0003735,structural constituent of ribosome,44/330,132/6550,2.1199524907994773e-25,9.751781457677595e-23,8.814539303850458e-23,RPS29/RPL27/RPS24/RPL32/RPL31/RPS16/RPS21/RPS11/RPL27A/RPLP2/RPS12/RPL38/RPS23/RPS28/RPL3L/RPL29/RPL23/RPS3/RPL4/RPS27A/RPL28/RPS8/RPL35/RPL30/RPL8/RPL36/RPL15/RPS9/RPLP0/FAU/RPL34/RPS15/RPS19/RPL35A/RPS14/RPS4X/RPS10/RPS6/RPL36AL/RPL7A/RPL37/UBA52/RPS5/RPL24,44,6.616161616161616
MF,GO:0015453,oxidoreduction-driven active transmembrane transporter activity,18/330,49/6550,7.678763650577558e-12,1.1774104264218924e-9,1.0642496989396968e-9,COX7B/COX8A/NDUFA4/UQCRH/NDUFB4/COX4I1/NDUFC1/NDUFA6/NDUFA1/NDUFB3/COX5B/NDUFB1/NDUFB9/CYC1/UQCRFS1/UQCR10/NDUFB7/UQCRC1,18,7.291280148423006
MF,GO:0009055,electron transfer activity,21/330,75/6550,5.211982079870897e-11,5.993779391851531e-9,5.417718214602643e-9,COX7B/COX8A/NDUFA4/UQCRH/NDUFB4/COX4I1/NDUFC1/ASPH/NDUFA6/NDUFA1/NDUFB3/COX5B/AKR1B1/NDUFB1/NDUFB9/CYC1/UQCRFS1/UQCR10/CYCS/NDUFB7/UQCRC1,21,5.557575757575757
MF,GO:0015078,proton transmembrane transporter activity,12/330,49/6550,3.7396651130054912e-6,1.9113843910916956e-4,1.7276815434352855e-4,COX7B/COX8A/UQCRH/SLC25A4/SLC16A3/COX4I1/COX5B/ATP6V1G1/CYC1/UQCRFS1/UQCR10/UQCRC1,12,4.860853432282004
MF,GO:0008137,NADH dehydrogenase (ubiquinone) activity,9/330,32/6550,1.8773465048867072e-5,6.168424230342037e-4,5.575577965640972e-4,NDUFA4/NDUFB4/NDUFC1/NDUFA6/NDUFA1/NDUFB3/NDUFB1/NDUFB9/NDUFB7,9,5.582386363636363
MF,GO:0050136,NADH dehydrogenase (quinone) activity,9/330,32/6550,1.8773465048867072e-5,6.168424230342037e-4,5.575577965640972e-4,NDUFA4/NDUFB4/NDUFC1/NDUFA6/NDUFA1/NDUFB3/NDUFB1/NDUFB9/NDUFB7,9,5.582386363636363
MF,GO:0019843,rRNA binding,11/330,49/6550,2.3333239932172768e-5,7.155526912532982e-4,6.46781036716368e-4,RPS11/RPL23/RPS3/RPL8/RPS9/RPLP0/RPS14/RPS4X/RPL37/RPUSD4/RPS5,11,4.45578231292517
MF,GO:0023023,MHC protein complex binding,5/330,13/6550,2.898322224469851e-4,0.0060962602902868744,0.005510349690305071,PKM/ATP1B1/B2M/CD74/HSP90AB1,5,7.634032634032634
MF,GO:0023026,MHC class II protein complex binding,5/330,13/6550,2.898322224469851e-4,0.0060962602902868744,0.005510349690305071,PKM/ATP1B1/B2M/CD74/HSP90AB1,5,7.634032634032634
