ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,foldEnrich
CC,GO:0014069,postsynaptic density,15/244,140/6603,1.8705340568430466e-4,0.004719638468573925,0.0040712822814603115,NLGN1/DLG2/PLEKHA5/LRRC7/ARHGAP32/ERBB4/GRIA1/BCR/GRIP1/DGKI/GPHN/CACNA1C/PDE4B/ANKS1B/USP8,15,2.899443793911007
CC,GO:0098794,postsynapse,22/244,257/6603,1.8742246626105838e-4,0.004719638468573925,0.0040712822814603115,NLGN1/DLG2/PLEKHA5/LRRC7/GRIA4/CAMK4/ARHGAP32/ADGRB3/TENM2/ERBB4/GRIA1/BCR/GRIP1/DOCK10/DGKI/GPHN/CACNA1C/PDE4B/P2RX1/ANKS1B/USP8/KCTD16,22,2.3165465331377177
CC,GO:0005911,cell-cell junction,17/244,203/6603,0.0012964707385877173,0.021720608149890946,0.018736758692856716,KAZN/FRMD4A/DLG2/MAGI1/SHROOM3/PCDH9/FMN1/ADGRL3/FRMD5/CDH19/SKAP1/MYO1E/CDHR3/FRMD4B/MAGI3/SCN1A/FLRT2,17,2.2662319308729706
CC,GO:0034703,cation channel complex,8/244,59/6603,0.0013437739373287564,0.021720608149890946,0.018736758692856716,KCNIP4/CACNA1A/GRIA4/GRIA1/DPP10/CACNA1C/PDE4B/SCN1A,8,3.669352597943874
CC,GO:0005912,adherens junction,10/244,88/6603,0.0014114474610037438,0.021720608149890946,0.018736758692856716,FRMD4A/DLG2/MAGI1/SHROOM3/FMN1/FRMD5/CDH19/MYO1E/CDHR3/FRMD4B,10,3.0751676602086437
CC,GO:0098978,glutamatergic synapse,12/244,126/6603,0.0022921601866382614,0.03341728272098939,0.028826612873511657,NLGN1/NRG1/PLEKHA5/NRG3/CAMK4/ADGRL3/ERBB4/GRIA1/BCR/SLC4A8/P2RX1/USP8,12,2.57728337236534
CC,GO:0098797,plasma membrane protein complex,15/244,183/6603,0.0030438108828422386,0.042156780727365006,0.0363655300213257,KCNIP4/CACNA1A/GRIA4/APBB1IP/CD247/GRIA1/CDH19/SKAP1/DPP10/ITGBL1/CACNA1C/PDE4B/CDHR3/SCN1A/ABCG8,15,2.21815372211771
MF,GO:0038023,signaling receptor activity,22/232,204/6550,2.606484862364539e-6,5.134775178858142e-4,4.815137824683965e-4,NLGN1/ROBO2/GPC6/GRIA4/PLXNA4/NRXN3/CD247/PTPRE/ADGRL3/ADGRB3/EPHA6/ESRRG/ERBB4/GRIA1/NRXN1/ROR1/PPARG/IL4R/CD28/P2RX1/NR6A1/TLR4,22,3.0447092630155512
MF,GO:0060089,molecular transducer activity,22/232,204/6550,2.606484862364539e-6,5.134775178858142e-4,4.815137824683965e-4,NLGN1/ROBO2/GPC6/GRIA4/PLXNA4/NRXN3/CD247/PTPRE/ADGRL3/ADGRB3/EPHA6/ESRRG/ERBB4/GRIA1/NRXN1/ROR1/PPARG/IL4R/CD28/P2RX1/NR6A1/TLR4,22,3.0447092630155512
MF,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,32/232,407/6550,1.4217920426145049e-5,0.001834138490174481,0.0017199642266931415,KLF12/EBF1/RUNX1/PBX3/ETV6/ESRRG/SATB2/RFX3/FOXP1/HIVEP3/NCOA2/NFATC2/BACH2/PPARG/SMYD3/POU2F1/PKNOX1/MECOM/GLIS3/ZNF562/ZNF98/POU2F2/HMGA2/MEIS2/MYT1L/ZNF430/NR6A1/CREB5/NFATC3/TBX18/RUNX2/ZNF131,32,2.219774633567737
MF,GO:0000977,RNA polymerase II transcription regulatory region sequence-specific DNA binding,35/232,473/6550,2.0292776094649218e-5,0.001834138490174481,0.0017199642266931415,NPAS3/KLF12/EBF1/RUNX1/PBX3/ETV6/ESRRG/SATB2/RFX3/FOXP1/HIVEP3/NCOA2/NFATC2/ZNF846/BACH2/PPARG/SMYD3/POU2F1/PKNOX1/MECOM/GLIS3/ZNF562/ZNF98/POU2F2/HMGA2/MEIS2/MYT1L/ZNF430/NR6A1/CREB5/TRPS1/NFATC3/TBX18/RUNX2/ZNF131,35,2.089104760516148
MF,GO:0000987,cis-regulatory region sequence-specific DNA binding,32/232,417/6550,2.3275869164650774e-5,0.001834138490174481,0.0017199642266931415,KLF12/EBF1/RUNX1/PBX3/ETV6/ESRRG/SATB2/RFX3/FOXP1/HIVEP3/NCOA2/NFATC2/BACH2/PPARG/SMYD3/POU2F1/PKNOX1/MECOM/GLIS3/ZNF562/ZNF98/POU2F2/HMGA2/MEIS2/MYT1L/ZNF430/NR6A1/CREB5/NFATC3/TBX18/RUNX2/ZNF131,32,2.1665426279665922
MF,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",32/232,427/6550,3.7344561946198064e-5,0.0021019653438288624,0.001971118983927146,NPAS3/KLF12/EBF1/RUNX1/PBX3/ETV6/ESRRG/SATB2/RFX3/FOXP1/HIVEP3/NFATC2/ZNF846/BACH2/PPARG/POU2F1/PKNOX1/MECOM/GLIS3/ZNF562/ZNF98/POU2F2/MEIS2/MYT1L/ZNF430/NR6A1/CREB5/TRPS1/NFATC3/TBX18/RUNX2/ZNF131,32,2.1158039247355247
MF,GO:0005509,calcium ion binding,19/232,205/6550,1.0695662355087188e-4,0.004682323297671502,0.004390850861562109,KCNIP4/CALN1/SLIT3/PCDH9/AOAH/ADGRL3/TENM2/VSNL1/NRXN1/CBLB/CDH19/PCDH7/MCTP1/PLCZ1/MCTP2/CDHR3/PKD1L2/UNC13A/RASEF,19,2.616694701429773
MF,GO:0001540,amyloid-beta binding,6/232,35/6550,0.0012676071735653492,0.03640427528938556,0.03413812617305459,NLGN1/CACNA1A/GRIA4/MSR1/GRIA1/TLR4,6,4.8399014778325125
MF,GO:0005261,cation channel activity,9/232,76/6550,0.0013521922581634426,0.03640427528938556,0.03413812617305459,KCNIP4/CACNA1A/GRIA4/GRIA1/TRPM1/CACNA1C/P2RX1/SCN1A/PKD1L2,9,3.343352994555354
MF,GO:0030695,GTPase regulator activity,18/232,232/6550,0.0013859495668547802,0.03640427528938556,0.03413812617305459,ARHGAP26/RASAL2/SRGAP1/ARHGAP32/ADGRB3/STXBP5L/BCR/RHOH/DOCK7/ELMO1/TRIO/TBC1D22A/ARHGAP25/ARHGEF28/DOCK10/RGL3/PLEKHG1/RASA2,18,2.1904726516052317
MF,GO:0060589,nucleoside-triphosphatase regulator activity,18/232,232/6550,0.0013859495668547802,0.03640427528938556,0.03413812617305459,ARHGAP26/RASAL2/SRGAP1/ARHGAP32/ADGRB3/STXBP5L/BCR/RHOH/DOCK7/ELMO1/TRIO/TBC1D22A/ARHGAP25/ARHGEF28/DOCK10/RGL3/PLEKHG1/RASA2,18,2.1904726516052317
