ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,foldEnrich
BP,GO:0030029,actin filament-based process,41/317,395/6414,3.5258181824003928e-6,1.3572859774782812e-4,1.1983751503525061e-4,MYH2/ATP2A1/ACTN3/TPM1/TNNT3/RHOBTB1/ALDOA/LMOD1/PDLIM7/MYL1/ANKRD1/TMOD1/MYOM2/ARPC2/SMTNL2/COBL/PSTPIP2/TPM2/FARP1/ASB2/PAK1/CASQ1/DAAM2/LIMCH1/BIN1/SPTB/HRAS/PDGFA/PDPN/FRMD6/MYOZ1/FGF13/ARHGAP6/FHL3/CAPN3/NCK2/SLIT2/DIAPH2/PDLIM3/ANK2/NEDD4L,41,2.100179690931598
BP,GO:0097553,calcium ion transmembrane import into cytosol,13/317,70/6414,3.0325408444669073e-5,9.684774058606017e-4,8.55088224677231e-4,DHRS7C/JPH1/CALM1/PPP3CA/PPP3CB/TMBIM6/CASQ1/JSRP1/CALM2/CACNA1S/CAPN3/NOS1/ANK2,13,3.757638575935106
BP,GO:0070252,actin-mediated cell contraction,11/317,52/6414,3.52820060360895e-5,0.0011032977304202155,9.741238070051905e-4,MYH2/ATP2A1/TPM1/MYL1/LIMCH1/BIN1/PDPN/FRMD6/FGF13/ANK2/NEDD4L,11,4.280150448920165
BP,GO:0050905,neuromuscular process,13/317,73/6414,4.819549643472222e-5,0.0013957705965092165,0.0012323539962867589,ATP2A1/ACTN3/TNNI2/TNNC2/TNNT3/HOMER1/SCN4A/CASQ1/JSRP1/RCSD1/CHRND/NR4A1/CSMD1,13,3.603215072814485
BP,GO:0048646,anatomical structure formation involved in morphogenesis,43/317,470/6414,4.8354477693856935e-5,0.0013957705965092165,0.0012323539962867589,TPM1/TNNT3/IRX3/LMOD1/PGK1/PKM/GPI/ANKRD1/TMOD1/MYOM2/OLFM1/COBL/MYF6/RORA/PPP3CB/RGMA/GDNF/CCNG1/CASQ1/GLUL/MTDH/PDGFA/IGFN1/LMO4/SLC12A2/STIM1/PDPN/HES1/CACNA1S/FZD7/EGF/MYOZ1/DYRK1B/CAPN3/NOS1/MYOD1/PIK3CB/CDH13/HSPB1/SLIT2/NR4A1/AR/ANK2,43,1.85114437210551
BP,GO:0050796,regulation of insulin secretion,11/317,54/6414,5.116424388685469e-5,0.001462810096650836,0.0012915445223769435,PFKM/FOXO1/PPP3CA/PPP3CB/CD38/UCP2/IRS1/OSBP/GLUL/SREBF1/RFX3,11,4.121626358219418
BP,GO:0048741,skeletal muscle fiber development,7/317,23/6414,8.321075628033638e-5,0.002191216582048858,0.001934669291910314,ACTN3/HOMER1/MYF6/PPP3CA/PPP3CB/CACNA1S/MYOD1,7,6.158003017418736
BP,GO:0051592,response to calcium ion,11/317,57/6414,8.63382871180761e-5,0.0022538046776388212,0.001989929583188244,HOMER1/CALM1/AHCYL1/PPP3CA/EEF2K/CALM2/STIM1/SLC25A12/NEDD4/TXNIP/CAPN3,11,3.9046986551552383
BP,GO:0003013,circulatory system process,26/317,237/6414,9.673051286124966e-5,0.0024402100807518613,0.002154510671248356,ATP2A1/TNNI2/TPM1/IRX3/ATP2B2/SLC22A3/CALM1/KCNJ12/SMTNL2/SGK1/SLC7A2/CD38/SLC24A3/CELF2/CALM2/BIN1/SLC29A2/SLC12A2/CTNNBIP1/FGF13/NOS1/SLIT2/SREBF1/AR/ANK2/NEDD4L,26,2.2197021123667295
BP,GO:0002790,peptide secretion,13/317,78/6414,9.851087072777512e-5,0.002464413616039841,0.0021758804604608576,PFKM/MAFA/FOXO1/PPP3CA/PPP3CB/CD38/UCP2/IRS1/OSBP/GLUL/SLC16A10/SREBF1/RFX3,13,3.3722397476340698
BP,GO:0030036,actin cytoskeleton organization,34/317,351/6414,1.0553733186037129e-4,0.0025969104118429066,0.0022928645524108275,ACTN3/TPM1/TNNT3/RHOBTB1/ALDOA/LMOD1/PDLIM7/ANKRD1/TMOD1/MYOM2/ARPC2/SMTNL2/COBL/PSTPIP2/TPM2/FARP1/ASB2/PAK1/CASQ1/DAAM2/LIMCH1/BIN1/SPTB/HRAS/PDGFA/FRMD6/MYOZ1/ARHGAP6/FHL3/CAPN3/NCK2/SLIT2/DIAPH2/PDLIM3,34,1.959934212300143
BP,GO:0002791,regulation of peptide secretion,11/317,60/6414,1.4040607378192267e-4,0.00331889002750655,0.0029303149090997207,PFKM/FOXO1/PPP3CA/PPP3CB/CD38/UCP2/IRS1/OSBP/GLUL/SREBF1/RFX3,11,3.7094637223974765
BP,GO:0060537,muscle tissue development,24/317,216/6414,1.4779919730484198e-4,0.003466353049290122,0.003060512983664409,ACTN3/TPM1/IRX3/ANKRD1/HOMER1/IGFBP5/SOX6/MYF6/PPP3CA/PPP3CB/ASB2/EGR1/CASQ1/PITX1/ERBB4/RXRG/CACNA1S/FZD7/MYOZ1/YBX3/MYOD1/CHRND/NR4A1/ZBTB18,24,2.248159831756046
BP,GO:0019637,organophosphate metabolic process,41/317,464/6414,1.6013094319253208e-4,0.003726458073364196,0.0032901649527441517,ACTN3/LDHA/AK1/PFKM/ALDOA/GAPDH/GPD1/FBP2/ENO3/PGK1/PGM1/PKM/PGAM2/GPI/GPD2/PRKAG3/TPI1/PFKFB3/RORA/ADSL/ALDH1L1/CD38/LPIN1/DNPH1/OSBP/NMNAT1/PDGFA/IMPA2/BPGM/SLC25A12/FDFT1/NAMPT/PFKFB1/HK1/HINT1/NOS1/PLCD4/PIK3CB/ADK/GMPR/SAMD8,41,1.7878684868922006
BP,GO:0035592,establishment of protein localization to extracellular region,18/317,140/6414,1.6489907948859497e-4,0.0037502048229148643,0.0033111314366210697,PFKM/ANKRD1/MAFA/FOXO1/PPP3CA/PPP3CB/CD38/UCP2/IRS1/OSBP/GLUL/SLC12A2/RAB11FIP1/ABCG1/RAB10/RAB12/SREBF1/RFX3,18,2.601442091031996
BP,GO:0071692,protein localization to extracellular region,18/317,141/6414,1.8068858821867185e-4,0.004078399562650022,0.003600901188243892,PFKM/ANKRD1/MAFA/FOXO1/PPP3CA/PPP3CB/CD38/UCP2/IRS1/OSBP/GLUL/SLC12A2/RAB11FIP1/ABCG1/RAB10/RAB12/SREBF1/RFX3,18,2.582992147123968
BP,GO:0009914,hormone transport,14/317,96/6414,2.3477592823679217e-4,0.005070484435732735,0.0044768329216224355,PFKM/MAFA/FOXO1/PPP3CA/PPP3CB/CD38/UCP2/IRS1/OSBP/GLUL/SLC16A10/RAB11FIP1/SREBF1/RFX3,14,2.9507097791798107
BP,GO:0033993,response to lipid,33/317,356/6414,3.0658075860338224e-4,0.006303804365255845,0.0055657559492668825,UCP3/GPI/ANKRD1/EGFR/FOXO1/AGL/SGK1/RORA/CD38/PAK1/AQP4/UCP2/IRS1/MTDH/PDGFA/RXRG/TRIB1/HES1/ABCG1/RXRA/FZD7/NRIP1/PFKFB1/NEDD4/RPLP0/TXNIP/NOS1/MYOD1/SLIT2/SREBF1/NR4A1/NCOA3/AR,33,1.875571545032432
BP,GO:0048729,tissue morphogenesis,25/317,241/6414,3.1857777982708416e-4,0.006505921734972154,0.005744209449370555,TPM1/IRX3/GPI/ANKRD1/EGFR/IGFBP5/COBL/MYF6/RGMA/GDNF/ASB2/PAK1/ERBB4/PDGFA/LMO4/PDPN/CTNNBIP1/HES1/FZD7/EGF/RAB10/GRSF1/SLIT2/AR/CSMD1,25,2.098904407241122
BP,GO:0044282,small molecule catabolic process,19/317,161/6414,3.382249041122737e-4,0.006860480825304362,0.0060572568176010325,ACTN3/PFKM/ENO3/PGK1/PKM/PGAM2/GPD2/TPI1/ALDH1L1/LPIN1/CARNS1/IRS1/GLUL/IMPA2/QDPR/SLC25A12/HK1/HIBCH/NOS1,19,2.387797088386857
BP,GO:0048878,chemical homeostasis,36/317,405/6414,3.6863477449518495e-4,0.007328752271751955,0.006470703117315272,ATP2A1/PFKM/DHRS7C/GPI/JPH1/HOMER1/ATP2B2/FOXO1/CALM1/IGFBP5/PPP3CA/RORA/PPP3CB/SLC24A3/TMBIM6/AQP4/SAR1B/UCP2/IRS1/CASQ1/OSBP/JSRP1/MYLIP/CALM2/SLC12A2/STIM1/ABCG1/ANK3/HK1/CAPN3/NOS1/PIK3CB/SLC25A37/DHPS/ANK2/CSMD1,36,1.7985278654048371
BP,GO:0006874,cellular calcium ion homeostasis,15/317,115/6414,4.91536869723234e-4,0.009458933864802234,0.008351483387065473,ATP2A1/DHRS7C/JPH1/ATP2B2/CALM1/SLC24A3/TMBIM6/CASQ1/JSRP1/CALM2/STIM1/CAPN3/NOS1/PIK3CB/ANK2,15,2.639144150322315
BP,GO:0050848,regulation of calcium-mediated signaling,8/317,39/6414,5.223109626584082e-4,0.00973899074472386,0.008598751251872323,ACTN3/CALM1/PPP3CA/PPP3CB/CALM2/MYOZ1/HINT1/CDH13,8,4.150448920165008
BP,GO:0046903,secretion,30/317,322/6414,5.325338242940331e-4,0.009868311978584489,0.00871293157616878,PFKM/ANKRD1/MAFA/FOXO1/SGK1/PPP3CA/PPP3CB/GDNF/CD38/PAK1/S100A13/UCP2/IRS1/OSBP/GLUL/ERBB4/SLC29A2/SLC12A2/SLC16A10/RAB11FIP1/ABCG1/EGF/COPS5/TPD52/RPLP0/RAB10/RAB12/SREBF1/NR4A1/RFX3,30,1.8851029645159394
BP,GO:0032970,regulation of actin filament-based process,20/317,183/6414,6.52476885649188e-4,0.011799612112764231,0.010418115396732121,ATP2A1/TPM1/RHOBTB1/LMOD1/TMOD1/ARPC2/PAK1/DAAM2/LIMCH1/BIN1/SPTB/HRAS/PDGFA/PDPN/FRMD6/FGF13/ARHGAP6/NCK2/SLIT2/ANK2,20,2.2113047525469307
BP,GO:0032355,response to estradiol,9/317,51/6414,7.592780126386429e-4,0.013487293455273408,0.01190820327514234,GPI/EGFR/CD38/AQP4/PDGFA/NRIP1/TXNIP/MYOD1/NCOA3,9,3.570606791612544
BP,GO:0055074,calcium ion homeostasis,15/317,120/6414,7.754836123371278e-4,0.013694128260212105,0.012090821893900237,ATP2A1/DHRS7C/JPH1/ATP2B2/CALM1/SLC24A3/TMBIM6/CASQ1/JSRP1/CALM2/STIM1/CAPN3/NOS1/PIK3CB/ANK2,15,2.529179810725552
BP,GO:0019932,second-messenger-mediated signaling,14/317,109/6414,8.798922920179083e-4,0.015103525113682712,0.013335206787142983,ACTN3/EGFR/MAFA/CALM1/PPP3CA/PPP3CB/RNF157/CASQ1/CALM2/MYOZ1/HINT1/NOS1/CDH13/ANK2,14,2.59879026423176
BP,GO:0042886,amide transport,13/317,97/6414,8.927567767401674e-4,0.015227590021443084,0.013444746195165919,PFKM/MAFA/FOXO1/PPP3CA/PPP3CB/CD38/UCP2/IRS1/OSBP/GLUL/SLC16A10/SREBF1/RFX3,13,2.7116979413964684
BP,GO:0030239,myofibril assembly,9/317,53/6414,0.0010138826439885131,0.01663210763526512,0.014684823109364835,TPM1/TNNT3/LMOD1/ANKRD1/TMOD1/MYOM2/CASQ1/MYOZ1/CAPN3,9,3.435866912683769
BP,GO:0044092,negative regulation of molecular function,38/317,463/6414,0.0011876298902073416,0.018863835610594917,0.01665526072705144,GAPDH/SH3RF2/GPI/CALM1/PPP3CA/PPP1R14C/SLN/HEXIM2/PPP3CB/RGMA/DEPTOR/LPIN1/TMBIM6/CALM2/BIN1/HRAS/TRIB1/UBXN1/CTNNBIP1/HES1/CST3/ANK3/MYOZ1/NEDD4/SEMA4D/ZNF462/TXNIP/NOS1/MYOD1/HEXIM1/PIK3CB/HSPB1/SIMC1/SLIT2/NR4A1/EIF4A2/DUSP7/NEDD4L,38,1.6606277806923713
BP,GO:0055117,regulation of cardiac muscle contraction,7/317,35/6414,0.0013679267425478752,0.02138810458921209,0.018883988693725602,ATP2A1/CALM1/CALM2/BIN1/FGF13/NOS1/ANK2,7,4.046687697160883
BP,GO:0071392,cellular response to estradiol stimulus,5/317,18/6414,0.0014362375467565354,0.021886218859711266,0.019323783824381276,EGFR/AQP4/NRIP1/MYOD1/NCOA3,5,5.620399579390115
BP,GO:0001504,neurotransmitter uptake,4/317,11/6414,0.0014650157079717405,0.021989885776655824,0.019415313435120225,SLC22A3/GDNF/SLC29A2/NOS1,4,7.357613994837969
BP,GO:0010927,cellular component assembly involved in morphogenesis,10/317,68/6414,0.0017012787989685635,0.02479242210924091,0.02188972925806256,TPM1/TNNT3/LMOD1/ANKRD1/TMOD1/MYOM2/CASQ1/MYOZ1/CAPN3/ANK2,10,2.97550565967712
BP,GO:0035637,multicellular organismal signaling,9/317,57/6414,0.0017300992254760655,0.025090617753039366,0.022153012203146367,ATP2A1/IRX3/ATP2B2/CALM1/SCN4A/CALM2/BIN1/ANK3/ANK2,9,3.1947534451270134
BP,GO:0051258,protein polymerization,16/317,144/6414,0.0018759655766240164,0.02694568737332678,0.023790890566302056,LMOD1/TMOD1/ARPC2/COBL/PSTPIP2/PAK1/CASQ1/DAAM2/BIN1/SPTB/FGF13/ARHGAP6/NCK2/SLIT2/DIAPH2/MID1IP1,16,2.2481598317560465
BP,GO:0006972,hyperosmotic response,4/317,12/6414,0.0021126485458405776,0.029636312778567354,0.02616649797553652,AQP4/RCSD1/SLC12A2/YBX3,4,6.744479495268139
BP,GO:0010649,regulation of cell communication by electrical coupling,4/317,12/6414,0.0021126485458405776,0.029636312778567354,0.02616649797553652,IRX3/CALM1/CALM2/ANK3,4,6.744479495268139
BP,GO:0051046,regulation of secretion,20/317,203/6414,0.00235008896843035,0.03266188464457366,0.028837836366996206,PFKM/ANKRD1/FOXO1/SGK1/PPP3CA/PPP3CB/GDNF/CD38/UCP2/IRS1/OSBP/GLUL/SLC12A2/RAB11FIP1/ABCG1/EGF/RAB10/RAB12/SREBF1/RFX3,20,1.993442215350189
BP,GO:0045165,cell fate commitment,12/317,96/6414,0.002558352891152918,0.03506929396913726,0.0309633865893922,SOX6/MYF6/PITX1/ERBB4/LMO4/PDPN/HES1/FZD7/RAB10/FGF13/MYOD1/AR,12,2.529179810725552
BP,GO:0062013,positive regulation of small molecule metabolic process,9/317,61/6414,0.0028043064704620342,0.038266036474213755,0.03378585498862872,ACTN3/GPD1/FOXO1/IRS1/SLC25A12/ABCG1/NOS1/SREBF1/MID1IP1,9,2.9852614159383566
BP,GO:0009725,response to hormone,33/317,405/6414,0.0028227343975291484,0.03834320661259051,0.03385399005943508,UCP3/PKM/GPI/FOXO1/AGL/AHCYL1/IGFBP5/SGK1/CD38/PAK1/LPIN1/AQP4/UCP2/EGR1/IRS1/EEF2K/SLC29A2/RXRG/TBC1D4/HES1/RXRA/PFKFB1/NEDD4/RAB10/RAB12/TXNIP/NOS1/MYOD1/SLIT2/SREBF1/NR4A1/NCOA3/AR,33,1.6486505432877674
BP,GO:1901879,regulation of protein depolymerization,8/317,51/6414,0.0032269751474038296,0.04286451058631105,0.037845940480497636,LMOD1/TMOD1/ASPH/SLN/SPTB/FGF13/MAP6D1/MID1IP1,8,3.1738727036555945
BP,GO:0043403,skeletal muscle tissue regeneration,5/317,22/6414,0.003751000175187846,0.04895870663440832,0.043226629021157884,PPP3CA/FZD7/MYOZ1/CAPN3/MYOD1,5,4.598508746773731
CC,GO:0030017,sarcomere,41/327,159/6603,2.7160223470464347e-19,5.628890683051773e-17,4.9967060794221777e-17,MYH2/MYH1/ACTN3/TNNI2/TNNC2/TPM1/TNNT3/ALDOA/LMOD1/FBP2/PDLIM7/MYL1/ANKRD1/JPH1/HOMER1/TMOD1/MYOM2/CALM1/SMTNL2/UNC45B/PPP3CA/TPM2/PPP3CB/ASB2/PAK1/CASQ1/CALM2/ABRA/BIN1/IGFN1/CMYA5/CACNA1S/ANK3/MYOZ1/FHL3/CAPN3/MYOZ3/HSPB1/SIMC1/PDLIM3/ANK2,41,5.20691246898621
CC,GO:0043292,contractile fiber,43/327,176/6603,3.2073451185480193e-19,5.628890683051773e-17,4.9967060794221777e-17,MYH2/MYH1/ACTN3/TNNI2/TNNC2/TPM1/TNNT3/ALDOA/LMOD1/FBP2/PDLIM7/MYL1/ANKRD1/JPH1/HOMER1/TMOD1/MYOM2/CALM1/SMTNL2/UNC45B/PPP3CA/TPM2/PPP3CB/ASB2/PAK1/CASQ1/CALM2/ABRA/DEK/BIN1/IGFN1/CMYA5/CACNA1S/ANK3/MYOZ1/FHL3/CAPN3/MYOD1/MYOZ3/HSPB1/SIMC1/PDLIM3/ANK2,43,4.9334341117598
CC,GO:0099512,supramolecular fiber,58/327,432/6603,8.716764829772447e-13,7.476797987155235e-11,6.637073636820961e-11,MYH2/MYH1/ACTN3/MYBPC2/TNNI2/TNNC2/TPM1/TNNT3/AK1/ALDOA/LMOD1/FBP2/PDLIM7/MYL1/FAM166B/ANKRD1/JPH1/HOMER1/TMOD1/MYOM2/CALM1/SMTNL2/COBL/UNC45B/PPP3CA/PSTPIP2/TPM2/PPP3CB/ASB2/PAK1/RASSF3/CASQ1/CALM2/ABRA/RCSD1/DEK/MAPRE2/BIN1/IGFN1/STIM1/CMYA5/CACNA1S/KIF1B/ANK3/MYOZ1/FGF13/ARHGAP6/FHL3/CAPN3/MYOD1/MAP6D1/MYOZ3/HSPB1/SIMC1/DIAPH2/MID1IP1/PDLIM3/ANK2,58,2.711051647978253
