ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,foldEnrich
BP,GO:0006091,generation of precursor metabolites and energy,39/342,283/6414,2.7386501727049323e-8,4.0355093640135435e-6,3.4363450432357043e-6,MDH1/PFKFB2/ACADVL/ISCU/ADGRF5/ACSS1/SLC25A4/PPARA/UGP2/SORBS1/MLXIPL/NNT/CYCS/UQCR10/PPP1R1A/NDUFA5/MTFR1L/MYBBP1A/ALDH2/COX7C/COX4I1/IDH2/ACO2/ACAT1/ETFB/NDUFC1/UQCRB/UQCRC2/COX8A/IRS2/MAOB/IL6ST/COQ10A/NDUFA10/NDUFA1/COX5A/PFKL/SDHB/NDUFA12,39,2.584526687744095
BP,GO:0044057,regulation of system process,33/342,217/6414,3.147708752452422e-8,4.434163633889499e-6,3.7758099039715328e-6,TNNI1/MYL3/ATP2A2/TNNT1/MYH7/MYL2/TNNC1/PLN/CASQ2/CSRP3/HSPB7/SMTNL1/LMCD1/GPD1L/CAV1/DMPK/KCNMA1/S100A1/ROCK2/PPARA/EPAS1/CAMK2D/AKAP6/WNK1/MYL9/PRKG1/TMEM65/THRB/TGFB2/MGLL/IL6ST/GNAI2/GSTO1,33,2.852049478535047
BP,GO:0010927,cellular component assembly involved in morphogenesis,17/342,68/6414,5.691163229890684e-8,7.683070360352423e-6,6.54234159015065e-6,TNNT1/MYH7/MYL2/MYLK3/MYOZ2/LMOD2/CSRP3/CFLAR/CFL2/PROX1/ACTN2/ACTC1/TCAP/NRAP/ACTG1/FLNC/MYL9,17,4.68859649122807
BP,GO:0046395,carboxylic acid catabolic process,21/342,109/6414,2.042722981307383e-7,2.2822146411848004e-5,1.9433673081693834e-5,PLIN5/GPT2/HADHB/ECH1/ACADVL/CRAT/ECI2/DCXR/ACADS/PPARA/HADHA/ACAA2/ALDH6A1/GPT/ACAT1/ETFB/ECHS1/GOT1/IRS2/MLYCD/ALDH5A1,21,3.61323032351521
BP,GO:0060537,muscle tissue development,31/342,216/6414,3.225949982270697e-7,3.347764890053405e-5,2.8507120782423573e-5,TNNI1/MYL3/MYH7/MYL2/TNNC1/MYL6B/MYLK3/MYOZ2/PLN/CSRP3/BTG2/CFLAR/ALPK2/CFL2/PROX1/CAV1/ACTN2/SIX1/KLHL40/CHRNA1/ALPK3/PPARA/ACTC1/MYH14/TCAP/NRAP/EGLN1/VEGFA/AKAP6/SIRT2/TGFB2,31,2.6916016894087065
BP,GO:0048644,muscle organ morphogenesis,12/342,39/6414,4.6173061191769623e-7,4.155575507259266e-5,3.5385846018604735e-5,TNNI1/MYL3/MYH7/MYL2/TNNC1/SMTNL1/PROX1/ACTC1/TCAP/EGLN1/TGFB2/TCF15,12,5.770580296896086
BP,GO:0072359,circulatory system development,51/342,475/6414,7.387014437975591e-7,5.983481694760228e-5,5.09509601103527e-5,TNNI1/MYL3/MYH7/MYL2/TNNC1/HSPB6/MYLK3/PLN/PDLIM1/CSRP3/RSPO3/HSPB7/PRRX1/FLRT2/CFLAR/ALPK2/PAM/PROX1/CAV1/GNG5/VEGFB/MB/ACTN2/SIX1/S100A1/ROCK2/QKI/ALPK3/ADGRF5/PPARA/ACTC1/PDLIM2/CCDC39/TCAP/NRAP/EPAS1/MYH9/EGLN1/VEGFA/ACTG1/ID1/AKAP6/THBS4/RAMP1/HIPK2/CTSH/TMEM65/TGFB2/NRP1/BTG1/KLF2,51,2.013628808864266
BP,GO:0055013,cardiac muscle cell development,13/342,52/6414,2.1444082263493995e-6,1.386945889709927e-4,1.1810218248634563e-4,MYL2/MYLK3/CSRP3/ALPK2/PROX1/ACTN2/ALPK3/PPARA/ACTC1/TCAP/NRAP/VEGFA/AKAP6,13,4.68859649122807
BP,GO:0010565,regulation of cellular ketone metabolic process,13/342,53/6414,2.706507590264034e-6,1.6239045541584205e-4,1.3827985173649188e-4,PLIN5/FABP3/PROX1/CAV1/ACADVL/CD74/PDK2/PPARA/MLXIPL/SIRT5/PDK4/IRS2/MLYCD,13,4.600132406487918
BP,GO:0048646,anatomical structure formation involved in morphogenesis,49/342,470/6414,2.969229572182045e-6,1.687772598924531e-4,1.4371838797209863e-4,TNNT1/MYH7/MYL2/HSPB6/MYLK3/MYOZ2/LMOD2/CD36/CSRP3/RSPO3/CFLAR/CFL2/HERC1/PROX1/CAV1/GNG5/VEGFB/ACTN2/SIX1/S100A1/ROCK2/MFN2/PPARA/ACTC1/TCAP/NRAP/EPAS1/MYH9/EGLN1/VEGFA/ACTG1/SH3PXD2A/MAFB/SDC4/ID1/THBS4/FLNC/RAMP1/HIPK2/CTSH/MYL9/TGFB2/TCF15/NRP1/EHD2/BTG1/COL6A1/KLF2/NFIB,49,1.9552444942142588
BP,GO:0044282,small molecule catabolic process,24/342,161/6414,3.712659210785011e-6,2.004835973823906e-4,1.707171893239915e-4,PLIN5/GPT2/HADHB/PFKFB2/ECH1/ACADVL/CRAT/ECI2/DCXR/ACADS/PPARA/HADHA/ACAA2/ALDH6A1/ALDH2/GPT/ACAT1/ETFB/ECHS1/GOT1/IRS2/MLYCD/ALDH5A1/PFKL,24,2.79568486433475
BP,GO:0055006,cardiac cell development,13/342,55/6414,4.235616564677257e-6,2.242889312258547e-4,1.9098807301590813e-4,MYL2/MYLK3/CSRP3/ALPK2/PROX1/ACTN2/ALPK3/PPARA/ACTC1/TCAP/NRAP/VEGFA/AKAP6,13,4.4328548644338115
BP,GO:0097435,supramolecular fiber organization,41/342,370/6414,4.650150466415576e-6,2.391505954156582e-4,2.0364318082665371e-4,TPM3/TNNT1/MYH7/MYL2/MYLK3/MYOZ2/PDLIM1/LMOD2/CD36/CSRP3/CRYAB/DPYSL3/CFLAR/XIRP1/PFN2/CFL2/B2M/SH3KBP1/PROX1/TWF2/CORO6/ACTN2/GSN/ROCK2/ENAH/P4HA1/TMSB10/ACTC1/SORBS1/TCAP/NRAP/SYNPO2/ACTG1/DBN1/SDC4/ID1/FLNC/HOOK2/MYL9/TGFB2/NRP1,41,2.0781887150308203
BP,GO:0030048,actin filament-based movement,14/342,71/6414,1.727715259276569e-5,8.11274991312476e-4,6.908225315886939e-4,ATP2A2/MYH7/TNNC1/MYL6B/PLN/GPD1L/CAV1/GSN/ACTC1/MYH14/MYH9/CAMK2D/FNBP1L/WIPF3,14,3.6980479367432664
BP,GO:0034763,negative regulation of transmembrane transport,12/342,56/6414,2.8946832971659286e-5,0.0013026074837246679,0.0011092053979344881,PLN/CASQ2/RRAD/CAV1/ACTN2/ISCU/PEA15/PPP3CC/CAMK2D/VDAC1/IRS2/GSTO1,12,4.018796992481203
BP,GO:0001666,response to hypoxia,20/342,137/6414,3.320287929975115e-5,0.00145658208646279,0.001240318924177704,PDLIM1/CRYAB/CFLAR/PAM/CAV1/VEGFB/MB/KCNMA1/ROCK2/PPARA/EPAS1/EGLN1/VEGFA/ACAA2/HIPK2/SIRT2/TGFB2/MALAT1/FAM162A/TXN2,20,2.737866564220771
BP,GO:1990845,adaptive thermogenesis,15/342,85/6414,3.4832724891706334e-5,0.0015047737153217138,0.001281355395665436,CD36/CAV1/ACHE/MFN2/ESRRG/ACSL1/SLC25A4/FABP4/EPAS1/VEGFA/ID1/GNAS/ACOT11/ALDH1A1/ARRDC3,15,3.309597523219814
BP,GO:0050879,multicellular organismal movement,10/342,41/6414,4.14041961234402e-5,0.001676869942999328,0.0014278999742044314,TNNI1/TNNT1/MYH7/TNNC1/DMPK/CHRNA1/MYH14/TCAP/HIPK2/GSTO1,10,4.574240479246898
BP,GO:0050881,musculoskeletal movement,10/342,41/6414,4.14041961234402e-5,0.001676869942999328,0.0014278999742044314,TNNI1/TNNT1/MYH7/TNNC1/DMPK/CHRNA1/MYH14/TCAP/HIPK2/GSTO1,10,4.574240479246898
BP,GO:0072593,reactive oxygen species metabolic process,15/342,87/6414,4.6246247782939014e-5,0.0018498499113175607,0.0015751970817294758,PLIN5/CD36/CRYAB/CFLAR/DCXR/PPARA/NNT/SIRT5/SH3PXD2A/PRDX2/VDAC1/PDK4/SIRT2/MAOB/GNAI2,15,3.2335148215366
BP,GO:0007155,cell adhesion,46/342,480/6414,5.490260021800053e-5,0.0020866826582000525,0.00177686655202805,ATP2A2/MYL12A/PDLIM1/CD36/MYOT/FLRT2/B2M/CAV1/CD74/HLA-E/ACHE/ASS1/ACTN2/ROCK2/PPARA/SORBS1/CYTH1/SPARCL1/MYH9/VEGFA/ACTG1/ITGA6/AFDN/SDC4/ZBTB16/ID1/PRDX2/THBS4/WNK1/ZNF703/PALLD/MYL9/PRKG1/CD93/PPP2R1A/IGFBP7/DUSP26/ITGA1/TGFB2/GNAS/VWF/IL6ST/NRP1/ERBIN/COL6A1/GPAM,46,1.7972953216374268
BP,GO:0019932,second-messenger-mediated signaling,17/342,109/6414,5.538725574234707e-5,0.0020866826582000525,0.00177686655202805,ATP2A2/MYOZ2/PLN/CASQ2/CD36/LMCD1/C10orf71/DMPK/RCAN2/PDK2/VEGFA/PPP3CC/CAMK2D/AKAP6/PRKG1/PPP2R1A/GSTO1,17,2.9249959761789794
BP,GO:0106106,cold-induced thermogenesis,14/342,80/6414,6.987812303517167e-5,0.002518668282051918,0.0021447139594730595,CD36/CAV1/ACHE/MFN2/ESRRG/ACSL1/FABP4/EPAS1/VEGFA/ID1/GNAS/ACOT11/ALDH1A1/ARRDC3,14,3.2820175438596486
BP,GO:0120161,regulation of cold-induced thermogenesis,14/342,80/6414,6.987812303517167e-5,0.002518668282051918,0.0021447139594730595,CD36/CAV1/ACHE/MFN2/ESRRG/ACSL1/FABP4/EPAS1/VEGFA/ID1/GNAS/ACOT11/ALDH1A1/ARRDC3,14,3.2820175438596486
BP,GO:0006085,acetyl-CoA biosynthetic process,6/342,15/6414,7.303814558940403e-5,0.0026004790297765833,0.0022143780172334065,PDK2/MPC2/ACSS1/ACAT1/PDK4/MLYCD,6,7.5017543859649125
BP,GO:0032970,regulation of actin filament-based process,23/342,183/6414,9.725494501494033e-5,0.0032510790892727945,0.0027683815116907066,ATP2A2/TNNC1/MYLK3/PLN/LMOD2/PFN2/CFL2/PAM/PROX1/CAV1/TWF2/ACTN2/GSN/ROCK2/TMSB10/MYH9/SYNPO2/ACTG1/CAMK2D/DBN1/SDC4/ID1/NRP1,23,2.3571086185408876
BP,GO:0007596,blood coagulation,13/342,74/6414,1.2156259961590727e-4,0.003938628227555395,0.0033538481430872946,MYL12A/CD36/CAV1/DGKZ/CD59/MYH9/ACTG1/PRDX2/MYL9/PRKG1/GNAS/VWF/IL6ST,13,3.2946894262683735
BP,GO:0044283,small molecule biosynthetic process,25/342,211/6414,1.2801070757196124e-4,0.004106482104288657,0.0034967802453997965,TECRL/LPL/IDI2/COQ8A/PROX1/ACADVL/CD74/ASS1/PDK2/QKI/ACSS1/PPARA/ARPP19/MLXIPL/SIRT5/ACAA2/ADI1/GPT/GOT1/PDK4/DHCR24/MLYCD/MGLL/COQ10A/ALDH1A1,25,2.2220836451317867
BP,GO:0035384,thioester biosynthetic process,7/342,23/6414,1.3444239480969438e-4,0.004229061739644755,0.003601160110334277,PDK2/MPC2/ACSL1/ACSS1/ACAT1/PDK4/MLYCD,7,5.707856598016781
BP,GO:0050817,coagulation,13/342,75/6414,1.4010612352269262e-4,0.004364844617437732,0.0037167828922366132,MYL12A/CD36/CAV1/DGKZ/CD59/MYH9/ACTG1/PRDX2/MYL9/PRKG1/GNAS/VWF/IL6ST,13,3.2507602339181285
BP,GO:0007599,hemostasis,13/342,76/6414,1.6103600180448948e-4,0.004922232507986283,0.004191413711316454,MYL12A/CD36/CAV1/DGKZ/CD59/MYH9/ACTG1/PRDX2/MYL9/PRKG1/GNAS/VWF/IL6ST,13,3.2079870729455218
BP,GO:0048878,chemical homeostasis,39/342,405/6414,1.9181881147300737e-4,0.005599035578131026,0.004767729775919889,ATP2A2/CKB/PLN/CASQ2/LPL/FABP3/CSRP3/SLC4A7/RYR3/B2M/MT2A/CAV1/DMPK/SLC16A1/KCNMA1/SLC41A1/PDK2/MPC2/ISCU/ADGRF5/FABP4/MLXIPL/NUCKS1/GLRX5/EPAS1/EGLN1/VEGFA/CAMK2D/AKAP6/WNK1/GOT1/PDK4/CTSH/PNPLA2/IRS2/GNAI2/GSTO1/GPAM/PIM3,39,1.8059779077322937
BP,GO:2000378,negative regulation of reactive oxygen species metabolic process,7/342,25/6414,2.4030091015486387e-4,0.00682960481492771,0.0058155926640433816,PLIN5/CRYAB/CFLAR/PPARA/SIRT5/VDAC1/SIRT2,7,5.251228070175438
BP,GO:0019883,antigen processing and presentation of endogenous antigen,5/342,12/6414,2.42893713969802e-4,0.006843266376192683,0.0058272258518521835,HLA-B/B2M/CD74/HLA-E/HLA-C,5,7.814327485380116
BP,GO:0006811,ion transport,44/342,487/6414,3.122734818769119e-4,0.008431384010676621,0.007179550842099878,ATP2A2/PLN/CYB5R1/CASQ2/CD36/ATP1B4/TMEM120A/RRAD/SLC4A7/RYR3/B2M/GPD1L/CAV1/DMPK/SLC16A1/ACTN2/KCNMA1/VDAC3/SLC41A1/MPC2/ISCU/CHRNA1/SLC25A4/NNT/UQCR10/MPC1/PPP3CC/CAMK2D/SLC38A2/COX4I1/VDAC1/SLC20A2/AKAP6/RAMP1/WNK1/SLCO5A1/COX8A/ABCC5/MAOB/GNAI2/SEC61A1/CPTP/GSTO1/COX5A,44,1.6944414424150727
BP,GO:0045834,positive regulation of lipid metabolic process,11/342,62/6414,3.6875600505439763e-4,0.009558155651009988,0.008139027277874326,PLIN5/FABP3/DGKZ/CD74/ADGRF5/PPARA/SORBS1/MLXIPL/PNPLA2/IRS2/MLYCD,11,3.327391058290888
BP,GO:0050905,neuromuscular process,12/342,73/6414,4.200510671539583e-4,0.010560734567112675,0.008992750260039742,TNNI1/TNNT1/MYH7/TNNC1/HERC1/DMPK/CHRNA1/MYH14/TCAP/HIPK2/TCF15/GSTO1,12,3.082912761355443
BP,GO:0062012,regulation of small molecule metabolic process,18/342,140/6414,4.204736910980047e-4,0.010560734567112675,0.008992750260039742,PLIN5/FABP3/PFKFB2/PROX1/CAV1/ACADVL/MIDN/CD74/PDK2/PPARA/SORBS1/ARPP19/MLXIPL/SIRT5/GPT/PDK4/IRS2/MLYCD,18,2.4112781954887215
BP,GO:0010906,regulation of glucose metabolic process,10/342,54/6414,4.755869577502347e-4,0.01176260872603634,0.010016178515575454,PFKFB2/MIDN/PDK2/PPARA/SORBS1/ARPP19/GPT/PDK4/IRS2/MLYCD,10,3.473034437946718
BP,GO:1901653,cellular response to peptide,21/342,179/6414,5.064107396693944e-4,0.012430081791885136,0.010584549829932078,LPL/CD36/CSRP3/CFLAR/CAV1/ASS1/ACTN2/ROCK2/PDK2/SORBS1/NUCKS1/GPT/ID1/ZNF106/GOT1/PDK4/IRS2/GNAI2/NCOA1/KLF2/USO1,21,2.200235224933843
BP,GO:1901652,response to peptide,25/342,231/6414,5.257215357618766e-4,0.012807050946379551,0.010905549230169202,LPL/CD36/CSRP3/BTG2/CFLAR/CAV1/ASS1/ACTN2/ROCK2/PDK2/PPARA/SORBS1/NUCKS1/HADHA/GPT/ID1/ZNF106/GOT1/PDK4/IRS2/GNAI2/NCOA1/ERBIN/KLF2/USO1,25,2.029695450748082
BP,GO:0009725,response to hormone,37/342,405/6414,7.823033449249574e-4,0.017807059178233258,0.015163191067624877,LPL/CSRP3/BTG2/CFLAR/PAM/CAV1/A2M/ASS1/AKR1C2/ACTN2/ROCK2/PDK2/ESRRG/ACSL1/PPARA/SORBS1/NUCKS1/PADI2/HADHA/TIMP3/GPT/ZNF106/ACAT1/RAMP1/GOT1/PDK4/DHCR24/CTSH/IGFBP7/THRB/TGFB2/IRS2/MAOB/GNAI2/NCOA1/USO1/TXN2,37,1.7133636560537144
BP,GO:0050873,brown fat cell differentiation,6/342,22/6414,7.919622730710963e-4,0.017807059178233258,0.015163191067624877,FABP3/FNDC5/MB/SIX1/FABP4/ALDH6A1,6,5.114832535885167
BP,GO:0070542,response to fatty acid,6/342,22/6414,7.919622730710963e-4,0.017807059178233258,0.015163191067624877,LPL/CD36/ASS1/AKR1C2/ACSL1/PDK4,6,5.114832535885167
BP,GO:2000177,regulation of neural precursor cell proliferation,7/342,30/6414,8.07912870123546e-4,0.017807059178233258,0.015163191067624877,BTG2/PROX1/GNG5/VEGFA/SIRT2/NES/GNAI2,7,4.376023391812866
BP,GO:1901342,regulation of vasculature development,14/342,102/6414,9.484836200190131e-4,0.020748799425940233,0.01766816221422656,HSPB6/VEGFB/S100A1/ROCK2/EGLN1/VEGFA/ID1/THBS4/HIPK2/CTSH/TGFB2/NRP1/BTG1/KLF2,14,2.574131406948744
BP,GO:0006637,acyl-CoA metabolic process,9/342,49/6414,9.669965164558565e-4,0.020748799425940233,0.01766816221422656,PDK2/MPC2/ACSL1/ACSS1/ACAT1/PDK4/MLYCD/ACOT11/GPAM,9,3.4446831364124595
BP,GO:0035383,thioester metabolic process,9/342,49/6414,9.669965164558565e-4,0.020748799425940233,0.01766816221422656,PDK2/MPC2/ACSL1/ACSS1/ACAT1/PDK4/MLYCD/ACOT11/GPAM,9,3.4446831364124595
BP,GO:0048844,artery morphogenesis,7/342,31/6414,9.965819617035094e-4,0.021242931288943227,0.018088928820117024,PRRX1/PROX1/SIX1/ADGRF5/VEGFA/TGFB2/NRP1,7,4.234861346915676
BP,GO:0060249,anatomical structure homeostasis,15/342,115/6414,0.001079648898194687,0.02271469110487523,0.01934217199021377,ATP2A2/PLN/CSRP3/CFL2/B2M/CAV1/CHRNA1/ADGRF5/EPAS1/VEGFA/ACTG1/TP53INP2/PDK4/CTSH/ALDH1A1,15,2.446224256292906
BP,GO:0033866,nucleoside bisphosphate biosynthetic process,7/342,32/6414,0.0012182532174900946,0.024824782545081175,0.0211389717513508,PDK2/MPC2/ACSL1/ACSS1/ACAT1/PDK4/MLYCD,7,4.102521929824562
BP,GO:0034030,ribonucleoside bisphosphate biosynthetic process,7/342,32/6414,0.0012182532174900946,0.024824782545081175,0.0211389717513508,PDK2/MPC2/ACSL1/ACSS1/ACAT1/PDK4/MLYCD,7,4.102521929824562
BP,GO:0034033,purine nucleoside bisphosphate biosynthetic process,7/342,32/6414,0.0012182532174900946,0.024824782545081175,0.0211389717513508,PDK2/MPC2/ACSL1/ACSS1/ACAT1/PDK4/MLYCD,7,4.102521929824562
BP,GO:0044539,long-chain fatty acid import into cell,4/342,10/6414,0.0012904992039793881,0.02516722094513941,0.02143056728304431,FABP3/CD36/ACSL1/IRS2,4,7.501754385964912
BP,GO:0071398,cellular response to fatty acid,4/342,10/6414,0.0012904992039793881,0.02516722094513941,0.02143056728304431,LPL/ASS1/AKR1C2/PDK4,4,7.501754385964912
BP,GO:0140354,lipid import into cell,4/342,10/6414,0.0012904992039793881,0.02516722094513941,0.02143056728304431,FABP3/CD36/ACSL1/IRS2,4,7.501754385964912
BP,GO:2000191,regulation of fatty acid transport,4/342,10/6414,0.0012904992039793881,0.02516722094513941,0.02143056728304431,FABP3/ACSL1/PPARA/IRS2,4,7.501754385964912
BP,GO:0034220,ion transmembrane transport,34/342,374/6414,0.001394579678772753,0.026118139648692026,0.022240300201176674,ATP2A2/PLN/CASQ2/TMEM120A/RRAD/SLC4A7/RYR3/GPD1L/CAV1/SLC16A1/ACTN2/KCNMA1/VDAC3/SLC41A1/MPC2/ISCU/CHRNA1/SLC25A4/NNT/UQCR10/MPC1/PPP3CC/CAMK2D/SLC38A2/COX4I1/VDAC1/SLC20A2/AKAP6/WNK1/COX8A/ABCC5/SEC61A1/GSTO1/COX5A,34,1.704944178628389
BP,GO:0044092,negative regulation of molecular function,40/342,463/6414,0.001426689571955012,0.02656594375364505,0.02262161747183356,ATP2A2/PLN/PLIN5/CASQ2/CRYAB/RRAD/CDKN1C/XIRP1/B2M/PROX1/CAV1/A2M/MIDN/ACTN2/PEBP1/ROCK2/PPARA/FABP4/ARPP19/NUCKS1/PPP1R1A/EGLN1/MTRNR2L12/VEGFA/NOSIP/TIMP3/PPP3CC/CAMK2D/SERPINB6/ID1/PRDX2/WNK1/DHCR24/NES/PKIA/TGFB2/IRS2/GNAI2/GSTO1/ERBIN,40,1.6202493274222274
BP,GO:0008610,lipid biosynthetic process,28/342,289/6414,0.001437469804186316,0.0266137266603638,0.0226623059053975,TECRL/CYB5R1/PLIN5/LPL/FABP3/IDI2/PAM/PROX1/DGKZ/ACADVL/CD74/QKI/ACSL1/ADGRF5/ACSS1/PPARA/SORBS1/B4GALT5/MLXIPL/ACAA2/PDK4/DHCR24/PNPLA2/IGFBP7/MLYCD/MGLL/B3GNT5/GPAM,28,1.8170339343167605
BP,GO:0051495,positive regulation of cytoskeleton organization,13/342,96/6414,0.0016220135789052031,0.029359351931021554,0.025000279860691196,MYLK3/LMOD2/PFN2/CFL2/PROX1/ACTN2/GSN/ROCK2/SYNPO2/SDC4/ID1/NES/NRP1,13,2.539656432748538
BP,GO:0055086,nucleobase-containing small molecule metabolic process,30/342,321/6414,0.00173432987162337,0.030874883428899554,0.026290795798292962,MYH7/LDHB/MDH1/PFKFB2/GPD1L/PDK2/MPC2/ACSL1/DCXR/NT5C2/ACSS1/PPARA/UGP2/MLXIPL/NNT/UGGT1/NDUFA5/ALDH6A1/IDH2/ACAT1/NDUFC1/PDK4/MLYCD/ACOT11/NDUFA10/NDUFA1/PFKL/SDHB/GPAM/NDUFA12,30,1.7527463518609607
BP,GO:1901615,organic hydroxy compound metabolic process,20/342,184/6414,0.0017800383515532603,0.031222543673890026,0.026586837871756256,LDHB/CYB5R1/IDI2/PFKFB2/PROX1/ACADVL/AKR1C2/ACSS1/RETSAT/EPAS1/ACAA2/ALDH2/IDH2/ACO2/GOT1/DHCR24/PNPLA2/TGFB2/MAOB/ALDH1A1,20,2.0385202135774216
BP,GO:0043065,positive regulation of apoptotic process,23/342,224/6414,0.001782768697428906,0.031222543673890026,0.026586837871756256,ATP2A2/CAV1/ADAMTSL4/KCNMA1/GSN/MFN2/TPD52L1/PEA15/MYBBP1A/TIMP3/ITGA6/CAMK2D/ZBTB16/PHLDA3/SIRT2/CTSH/PPP2R1A/ITGA1/TGFB2/NCOA1/FAM162A/BTG1/MTCH1,23,1.9256735588972431
